year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.0000,5.4700,293.3000,0.1679
1981,23.9000,7.5500,361.0000,0.4995
1982,16.7000,7.1300,135.2000,0.8797
1983,15.0000,7.8300,297.1000,0.3951
1984,22.2000,6.0300,268.1000,0.4994
1985,8.8000,7.1300,342.5000,0.1830
1986,4.6000,7.2400,359.3000,0.0926
1987,8.0000,5.6300,408.2000,0.1103
1988,9.3000,5.9600,397.4000,0.1395
1989,8.6000,8.2900,216.7000,0.3289
1990,24.8000,8.4200,409.0000,0.5105
1991,10.1000,6.7500,283.6000,0.2403
1992,8.3000,7.6000,288.9000,0.2182
1993,11.6000,7.8600,339.9000,0.2682
1994,5.8000,7.2600,305.6000,0.1378
1995,6.2000,6.4200,142.0000,0.2800
1996,14.5000,7.8500,201.6000,0.5644
1997,2.3000,8.1400,291.1000,0.0643
1998,18.7000,10.0900,455.4000,0.4141
1999,5.2000,5.9500,171.0000,0.1809
2000,14.1000,8.1500,236.5000,0.4857
2001,4.9000,7.9200,218.7000,0.1773
2002,5.0000,10.0200,260.0000,0.1926
2003,13.0000,8.9500,251.0000,0.4635
2004,4.9000,8.3200,134.7000,0.3025
2005,6.7000,7.3000,258.2000,0.1895
2006,2.8000,7.4700,217.6000,0.0961
2007,4.0000,7.8800,145.3000,0.2169
2008,9.9000,9.7100,289.2000,0.3323
2009,9.9000,8.6900,207.9000,0.4136
2010,24.9000,5.1300,171.8000,0.7432
2011,2.2000,7.2900,122.0000,0.1314
2012,10.0000,7.8500,274.5000,0.2857
2013,31.1000,6.1900,202.2000,0.9511
2014,6.3000,9.2200,301.8000,0.1923
2015,27.7000,8.6000,341.4000,0.6977
2016,10.1000,9.1000,254.0000,0.3618
2017,7.5000,9.3800,179.5000,0.3916
2018,5.2000,8.9800,227.3000,0.2053
2019,21.5000,9.4400,302.6000,0.6704
