year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,48.5000,10.4300,46.0000,10.9700
1981,48.7000,12.4800,42.1000,14.4053
1982,4.6000,12.4900,29.2000,1.9613
1983,7.0000,12.5700,47.2000,1.8597
1984,9.4000,10.8100,24.3000,4.1640
1985,14.0000,9.6500,25.7000,5.2388
1986,76.0000,10.9100,36.6000,22.5835
1987,39.5000,10.0800,59.1000,6.7231
1988,24.6000,8.6200,47.2000,4.4835
1989,27.3000,10.2900,30.6000,9.1525
1990,25.2000,11.9000,40.3000,7.4201
1991,21.0000,11.7400,35.0000,7.0260
1992,24.7000,11.6900,54.1000,5.3285
1993,22.7000,10.5100,40.8000,5.8312
1994,27.6000,9.9300,43.5000,6.2876
1995,7.9000,11.8000,57.9000,1.6078
1996,8.4000,10.4300,48.0000,1.8221
1997,10.9000,15.8600,10.3000,16.6246
1998,12.8000,9.8700,28.4000,4.4326
1999,8.4000,11.0600,46.0000,2.0154
2000,10.3000,13.4800,20.9000,6.6102
2001,16.0000,13.1700,77.2000,2.7255
2002,23.7000,10.8600,74.9000,3.4324
2003,17.9000,9.8000,80.6000,2.1730
2004,32.3000,12.4300,76.4000,5.2484
2005,25.0000,11.9200,105.2000,2.8296
2006,38.3000,12.5100,54.1000,8.8376
2007,37.3000,12.7700,54.9000,8.6579
2008,7.3000,14.7200,50.8000,2.1114
2009,15.7000,12.8800,61.3000,3.2944
2010,28.9000,9.0200,41.0000,6.3399
2011,23.0000,10.7800,86.5000,2.8626
2012,13.8000,13.2800,51.6000,3.5434
2013,19.2000,13.8500,56.2000,4.7225
2014,17.8000,11.3500,28.6000,7.0387
2015,29.0000,13.2200,39.9000,9.5826
2016,28.6000,13.0200,85.5000,4.3489
2017,18.5000,11.3100,47.0000,4.4414
2018,21.8000,12.2500,48.5000,5.4968
2019,16.3000,11.3200,34.3000,5.3647
