year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,79.4000,-3.9300,290.2000,-1.0744
1981,125.5000,-4.3600,353.1000,-1.5499
1982,116.4000,-5.0400,334.4000,-1.7547
1983,99.9000,-5.3500,311.8000,-1.7129
1984,84.2000,-3.5000,296.1000,-0.9962
1985,106.5000,-3.8900,375.6000,-1.1040
1986,101.8000,-4.2200,317.7000,-1.3509
1987,111.4000,-4.3700,367.1000,-1.3250
1988,92.2000,-3.8100,312.5000,-1.1240
1989,155.2000,-4.1400,364.7000,-1.7628
1990,93.4000,-5.0400,174.3000,-2.6993
1991,93.7000,-3.3700,322.1000,-0.9802
1992,79.6000,-3.4400,251.1000,-1.0901
1993,109.3000,-4.1600,373.5000,-1.2163
1994,111.2000,-3.9800,290.1000,-1.5248
1995,95.6000,-3.5000,268.4000,-1.2454
1996,122.1000,-2.7200,247.7000,-1.3400
1997,133.1000,-4.5700,202.1000,-3.0080
1998,94.3000,-3.0000,285.7000,-0.9906
1999,98.2000,-2.2300,258.0000,-0.8486
2000,88.4000,-4.7800,260.0000,-1.6240
2001,137.0000,-5.2500,155.1000,-4.6343
2002,92.8000,-3.8900,193.5000,-1.8647
2003,87.8000,-3.2600,336.6000,-0.8492
2004,92.1000,-3.6100,295.5000,-1.1261
2005,89.7000,-3.4500,339.1000,-0.9118
2006,84.9000,-3.5400,311.7000,-0.9637
2007,79.1000,-3.1700,412.6000,-0.6073
2008,93.6000,-3.1200,299.2000,-0.9773
2009,109.7000,-2.4600,381.2000,-0.7080
2010,86.6000,-3.1600,370.8000,-0.7383
2011,142.8000,-3.5000,298.8000,-1.6706
2012,131.6000,-3.2300,423.5000,-1.0050
2013,173.6000,-3.3600,314.4000,-1.8564
2014,125.3700,-2.6500,344.4000,-0.9655
2015,145.6000,-2.7300,242.6000,-1.6393
2016,118.7000,-3.0400,192.5000,-1.8764
2017,99.7000,-3.2400,263.7000,-1.2230
2018,148.3000,-2.5500,292.8000,-1.2918
2019,178.0000,-4.6100,300.6000,-2.7301
