year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,27.1000,8.9400,113.4000,2.1357
1981,4.2000,10.3000,333.7000,0.1296
1982,8.4000,10.6800,234.9000,0.3818
1983,11.6000,10.0100,187.4000,0.6192
1984,9.5000,9.5800,321.7000,0.2829
1985,2.3000,9.3400,218.8000,0.0981
1986,19.9000,9.3500,252.3000,0.7374
1987,6.2000,10.2800,217.6000,0.2929
1988,14.1000,8.4100,356.3000,0.3326
1989,15.1000,10.1500,296.0000,0.5174
1990,27.1000,9.7600,181.2000,1.4582
1991,38.1000,9.9100,215.0000,1.7545
1992,13.2000,10.6600,360.0000,0.3909
1993,10.8000,9.7700,159.5000,0.6614
1994,13.8000,11.0100,299.1000,0.5080
1995,1.4000,9.6600,381.2000,0.0355
1996,4.5000,8.9500,323.3000,0.1246
1997,2.5000,11.4200,170.4000,0.1674
1998,7.8000,12.0700,263.5000,0.3571
1999,5.9000,11.8000,73.1000,0.9512
2000,9.1000,11.2200,154.7000,0.6597
2001,18.9000,11.3500,187.6000,1.1431
2002,10.9000,11.3200,128.9000,0.9566
2003,21.0000,10.8100,285.2000,0.7958
2004,21.3000,11.7400,287.4000,0.8701
2005,9.5000,10.7700,187.0000,0.5466
2006,12.6000,11.3800,217.1000,0.6601
2007,16.1000,11.0400,335.6000,0.5295
2008,6.6000,11.6600,315.3000,0.2439
2009,6.9000,11.8200,149.5000,0.5453
2010,13.2000,9.2100,158.7000,0.7652
2011,12.3000,9.3900,127.8000,0.9026
2012,7.9000,11.6800,443.9000,0.2079
2013,2.1000,12.3200,270.1000,0.0958
2014,5.3000,12.0700,252.8000,0.2530
2015,22.7000,11.1800,124.8000,2.0316
2016,14.3000,11.8000,424.4000,0.3976
2017,14.9000,11.1700,340.7000,0.4882
2018,28.9000,13.5500,265.5000,1.4740
2019,12.2000,11.4700,242.9000,0.5759
