year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,26.3000,1.9800,471.2000,0.1104
1981,32.1000,4.4200,273.4000,0.5183
1982,22.0000,3.6900,204.4000,0.3965
1983,16.3000,4.4600,507.9000,0.1432
1984,12.3000,2.8000,383.1000,0.0899
1985,16.1000,4.0700,447.9000,0.1464
1986,14.1000,3.8900,589.3000,0.0931
1987,13.2000,2.6600,360.9000,0.0972
1988,18.8000,2.9500,356.4000,0.1554
1989,13.1000,5.2200,271.7000,0.2517
1990,23.5000,5.8800,452.4000,0.3056
1991,48.8000,4.0600,381.4000,0.5189
1992,11.3000,4.7300,141.3000,0.3778
1993,11.7000,4.6400,521.2000,0.1042
1994,14.2000,4.3900,303.8000,0.2050
1995,40.0000,2.9400,173.1000,0.6790
1996,19.4000,4.7600,366.9000,0.2514
1997,5.5000,5.2800,284.2000,0.1020
1998,17.9000,7.0800,683.5000,0.1853
1999,20.3000,2.4000,128.9000,0.3778
2000,16.3000,4.9700,191.1000,0.4240
2001,26.7000,4.6300,263.5000,0.4687
2002,12.7000,6.6600,273.1000,0.3096
2003,29.1000,5.9200,375.5000,0.4585
2004,17.5000,4.7100,176.1000,0.4678
2005,13.0000,4.1800,371.1000,0.1463
2006,13.5000,4.0200,323.0000,0.1679
2007,27.3000,4.3400,241.1000,0.4916
2008,28.6000,6.2900,303.7000,0.5923
2009,19.6000,6.0800,368.3000,0.3233
2010,22.7000,2.3900,190.7000,0.2848
2011,4.0000,4.5100,363.0000,0.0497
2012,20.3000,4.7900,483.7000,0.2010
2013,31.7000,3.4900,430.0000,0.2575
2014,12.7000,6.3700,460.4000,0.1758
2015,36.5000,5.5400,428.5000,0.4718
2016,10.2000,5.9500,244.8000,0.2478
2017,7.0000,6.6600,322.9000,0.1444
2018,21.5000,6.4000,411.4000,0.3342
2019,6.4000,6.4900,345.7700,0.1200
