year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,27.8000,7.6400,30.4000,6.9678
1981,28.1000,10.7400,40.2000,7.4896
1982,13.0000,10.7100,44.1000,3.1503
1983,10.5000,10.3200,40.6000,2.6623
1984,17.9000,8.4100,83.4000,1.8019
1985,21.5000,7.0200,36.6000,4.1116
1986,21.3000,9.6500,29.2000,7.0168
1987,28.9000,8.4400,83.7000,2.9123
1988,34.8000,7.0900,66.1000,3.7278
1989,22.1000,8.7400,35.6000,5.4086
1990,35.4000,10.2000,68.0000,5.3039
1991,32.8000,9.4100,42.0000,7.3345
1992,19.6000,10.4800,39.2000,5.2291
1993,34.8000,8.6300,72.4000,4.1400
1994,35.3000,7.9800,52.6000,5.3448
1995,21.9000,9.6700,39.0000,5.4147
1996,35.9000,9.2600,74.0000,4.4883
1997,24.0000,13.2700,44.7000,7.1064
1998,32.2000,9.0100,68.8000,4.2107
1999,38.0000,10.2100,101.0000,3.8371
2000,28.0000,10.8500,47.9000,6.3311
2001,23.9000,11.9200,42.0000,6.7667
2002,42.7000,9.6700,47.4000,8.6895
2003,18.9000,8.1600,59.6000,2.5836
2004,52.9000,11.5700,54.1000,11.2952
2005,33.5000,11.4600,55.5000,6.9054
2006,30.2000,10.8000,28.6000,11.3645
2007,27.2000,10.6200,67.0000,4.3061
2008,27.3000,12.9100,39.7000,8.8530
2009,17.4000,11.4800,35.4000,5.6254
2010,77.1000,6.7900,64.6000,8.0929
2011,35.6000,7.9900,78.7000,3.6108
2012,28.9000,11.8000,51.6000,6.5937
2013,25.7000,11.9300,61.2000,5.0032
2014,27.5000,9.6800,16.5000,16.0351
2015,39.3000,12.2900,62.3000,7.7384
2016,25.8000,11.3500,90.9000,3.2182
2017,25.5000,9.4200,48.3500,4.9565
2018,27.2000,11.0200,67.1800,4.4543
2019,27.2000,11.0200,67.1800,4.4543
