year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,31.0000,9.0600,67.5000,4.1541
1981,9.9000,10.3100,109.6000,0.9302
1982,35.3000,9.1200,87.2000,3.6884
1983,22.2000,8.1700,20.8000,8.6743
1984,39.7000,8.8000,6.4000,53.7278
1985,9.7000,8.6800,7.0000,11.8592
1986,63.0000,7.1100,49.4000,9.0543
1987,38.7000,8.8200,138.9000,2.4561
1988,57.8000,7.7200,67.7000,6.5856
1989,26.4000,7.2400,101.4000,1.8837
1990,53.7000,8.7900,24.0000,19.5865
1991,47.1000,8.5600,107.3000,3.7558
1992,27.4000,7.6400,101.1000,2.0683
1993,102.2000,8.1200,63.7000,13.0083
1994,24.3000,8.3600,9.1000,22.0922
1995,101.8000,7.0500,84.5000,8.4794
1996,55.0000,6.8900,214.2000,1.7692
1997,2.0000,10.4600,74.8000,0.2794
1998,8.7000,9.1100,180.3000,0.4391
1999,11.6000,8.8800,95.9000,1.0732
2000,40.0000,9.8200,103.0000,3.8093
2001,8.8000,10.2400,179.0000,0.5030
2002,19.3000,10.0700,98.4000,1.9730
2003,48.6000,7.7600,98.2000,3.8349
2004,43.0000,10.0900,108.0000,4.0150
2005,61.2000,8.5700,151.9000,3.4495
2006,27.7000,9.7700,64.3000,4.2021
2007,12.2000,10.9900,40.8000,3.2796
2008,20.8000,10.8900,55.3000,4.0904
2009,4.0000,9.8800,50.4000,0.7824
2010,35.3000,9.7400,149.0000,2.3063
2011,100.9000,8.4200,52.9000,16.0372
2012,74.0000,7.9300,193.3000,3.0331
2013,4.6000,10.4900,109.1000,0.4419
2014,5.9000,9.2100,106.3000,0.5108
2015,16.2000,10.0300,157.1000,1.0332
2016,13.3000,10.7700,115.2000,1.2424
2017,130.2000,8.9200,204.3000,5.6816
2018,18.1000,10.4500,112.5000,1.6805
2019,6.9000,9.9200,112.7000,0.6065
