year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,2.1000,9.4100,127.7000,0.1546
1981,1.5000,9.4100,186.8000,0.0755
1982,7.4000,8.4700,91.9000,0.6812
1983,1.3000,7.8200,153.3000,0.0663
1984,1.0000,8.3600,129.8000,0.0644
1985,2.3000,8.9800,179.9000,0.1148
1986,7.5000,8.3900,128.5000,0.4894
1987,1.2000,8.8400,146.0000,0.0726
1988,4.0000,8.2600,182.3000,0.1812
1989,0.3000,8.3700,209.9000,0.0120
1990,0.4000,8.5200,129.1000,0.0264
1991,1.5000,8.9100,129.6000,0.1030
1992,5.8000,9.3600,144.8000,0.3746
1993,1.4000,8.8200,139.3000,0.0886
1994,1.9000,8.9400,175.4000,0.0968
1995,0.8000,8.6600,138.0000,0.0501
1996,3.3000,8.3100,127.2000,0.2153
1997,1.1000,9.3400,201.5000,0.0510
1998,0.3000,10.0000,112.1000,0.0267
1999,0.8000,9.6100,165.5000,0.0464
2000,1.2000,9.5300,80.9000,0.1413
2001,2.5000,8.5400,108.6000,0.1964
2002,1.2000,9.4800,87.1000,0.1305
2003,0.5000,9.4900,128.1000,0.0370
2004,11.4000,9.8400,151.4000,0.7405
2005,0.9000,9.3600,163.8000,0.0514
2006,2.9000,8.7100,142.3000,0.1774
2007,0.2000,9.9900,198.6000,0.0101
2008,3.4000,10.3300,188.8000,0.1859
2009,1.9000,10.0200,154.8000,0.1229
2010,0.4000,10.1800,117.5000,0.0346
2011,6.3000,9.0100,156.3000,0.3628
2012,4.0000,9.2600,141.5000,0.2617
2013,0.5000,10.6700,140.2000,0.0380
2014,0.7000,10.3300,110.6000,0.0653
2015,1.1000,10.8300,125.7000,0.0947
2016,2.5000,10.8600,159.0000,0.1706
2017,4.2000,9.6600,124.8000,0.3247
2018,3.2000,11.3800,227.6000,0.1599
2019,2.3000,10.8500,152.2000,0.1639
