year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,30.8000,2.9100,343.2000,0.2611
1981,29.0000,5.6700,308.7000,0.5324
1982,29.3000,4.7400,295.5000,0.4701
1983,17.9000,5.1300,456.4000,0.2011
1984,18.4000,3.8600,343.3000,0.2067
1985,6.3000,5.3400,399.2000,0.0842
1986,11.5000,4.6800,419.5000,0.1283
1987,12.5000,3.0900,348.5000,0.1108
1988,22.8000,3.8900,341.5000,0.2595
1989,16.9000,5.9100,429.8000,0.2324
1990,13.4000,7.0700,391.0000,0.2422
1991,13.1000,4.9600,601.8000,0.1079
1992,2.1000,6.1600,245.8000,0.0526
1993,5.1000,5.7900,635.4000,0.0464
1994,13.6000,4.8200,343.0000,0.1913
1995,22.9000,3.7900,349.7000,0.2484
1996,44.2000,5.6200,358.6000,0.6929
1997,5.5000,6.1600,380.2000,0.0891
1998,5.2000,7.7400,952.4000,0.0423
1999,7.0000,3.7500,266.8000,0.0985
2000,10.7000,5.5600,218.8000,0.2716
2001,21.4000,5.2100,132.9000,0.8386
2002,48.4000,7.1500,347.4000,0.9956
2003,11.1000,7.1600,432.2000,0.1839
2004,29.5000,4.8900,164.4000,0.8772
2005,56.2000,4.6600,303.7000,0.8614
2006,23.7000,4.6000,286.7000,0.3802
2007,45.8000,4.9100,203.8000,1.1023
2008,28.2000,7.1600,326.9000,0.6176
2009,35.8000,6.4000,420.1000,0.5453
2010,60.7000,2.8600,372.4000,0.4653
2011,7.9000,5.2200,375.3000,0.1098
2012,21.3000,5.2600,374.8000,0.2987
2013,21.0000,4.1100,555.4000,0.1553
2014,13.2000,7.0400,466.4000,0.1991
2015,30.7000,5.6400,520.1000,0.3328
2016,14.0000,6.3300,310.0000,0.2857
2017,8.6000,7.1400,200.4000,0.3061
2018,33.7000,6.1500,409.8000,0.5058
2019,7.2000,6.4800,509.0300,0.0916
