year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,20.2000,7.3400,281.8000,0.5261
1981,40.6000,9.5800,268.6000,1.4474
1982,16.5000,8.8200,206.8000,0.7035
1983,11.1000,9.3800,288.5000,0.3607
1984,3.6000,7.9600,434.3000,0.0660
1985,17.2000,8.2000,423.5000,0.3328
1986,16.9000,8.7700,286.2000,0.5177
1987,23.1000,7.1600,351.8000,0.4701
1988,11.3000,7.4300,332.9000,0.2520
1989,7.9000,10.3900,371.4000,0.2209
1990,32.2000,9.3600,371.6000,0.8106
1991,5.7000,8.1700,485.3000,0.0960
1992,6.9000,9.2000,338.0000,0.1877
1993,7.8000,9.2800,322.1000,0.2246
1994,10.9000,9.1000,476.4000,0.2083
1995,13.7000,8.3500,413.0000,0.2770
1996,17.3000,8.7900,148.1000,1.0260
1997,17.0000,9.8400,330.6000,0.5060
1998,10.4000,10.8200,452.9000,0.2484
1999,18.8000,8.1000,254.5000,0.5983
2000,27.2000,9.4500,172.2000,1.4915
2001,11.2000,9.3900,230.3000,0.4566
2002,6.1000,11.3900,309.9000,0.2242
2003,4.3000,10.3500,403.4000,0.1103
2004,12.3000,10.0600,468.9000,0.2638
2005,5.1000,8.6800,401.5000,0.1102
2006,18.0000,9.0200,197.1000,0.8235
2007,41.6000,9.8100,267.5000,1.5250
2008,4.4000,10.8600,330.3000,0.1446
2009,23.9000,10.3600,326.1000,0.7588
2010,34.4000,6.8200,436.2000,0.5379
2011,8.0000,9.0800,346.8000,0.2094
2012,29.5000,9.1700,416.6000,0.6491
2013,41.1000,7.8900,428.2000,0.7572
2014,14.5000,10.8300,281.6000,0.5574
2015,15.2000,10.3100,189.3000,0.8275
2016,20.9000,10.6200,331.2000,0.6697
2017,7.1000,11.2400,270.7000,0.2947
2018,14.6000,10.3900,257.9000,0.5880
2019,27.1000,11.0200,456.0000,0.6550
