year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,20.8000,13.7500,282.1000,1.0138
1981,16.8000,16.1000,342.7000,0.7888
1982,23.4000,15.6800,401.0000,0.9150
1983,8.3000,15.0000,435.0000,0.2861
1984,29.5000,14.1800,492.5000,0.8494
1985,30.2000,13.7700,212.0000,1.9611
1986,24.2000,15.3500,124.9000,2.9726
1987,41.6000,14.1500,327.9000,1.7952
1988,22.2000,14.3200,253.2000,1.2553
1989,135.0000,14.8800,275.2000,7.2975
1990,64.7000,14.4300,402.4000,2.3195
1991,69.1000,12.8300,194.6000,4.5536
1992,32.6000,14.4900,287.6000,1.6414
1993,23.8000,14.4700,242.0000,1.4223
1994,20.4000,15.8600,436.0000,0.7419
1995,1.0000,15.3500,402.5000,0.0381
1996,18.7000,14.2500,335.5000,0.7940
1997,8.4000,15.6500,93.0000,1.4121
1998,66.1000,15.1600,464.5000,2.1564
1999,13.2000,15.5300,337.9000,0.6063
2000,28.0000,17.3100,374.8000,1.2931
2001,99.7000,17.0000,238.4000,7.1056
2002,35.9000,16.2900,336.8000,1.7357
2003,44.0000,15.2100,520.7000,1.2849
2004,13.8000,17.0000,492.8000,0.4759
2005,10.6000,16.1500,465.3000,0.3679
2006,45.8000,16.8300,426.9000,1.8055
2007,2.3000,17.2200,437.3000,0.0906
2008,22.6000,17.5900,392.8000,1.0119
2009,13.6000,16.3700,445.2000,0.4998
2010,9.9000,15.2100,349.9000,0.4302
2011,30.7000,16.5200,209.8000,2.4166
2012,11.1000,17.1400,270.4000,0.7032
2013,13.2000,16.6300,124.2000,1.7656
2014,23.4000,18.0800,145.5000,2.9054
2015,13.1000,16.6300,334.5000,0.6509
2016,9.9000,17.6200,463.8000,0.3760
2017,8.6000,18.1000,322.1000,0.4830
2018,16.7000,17.8000,277.1000,1.0724
2019,25.2000,17.7100,440.4000,1.0129
