year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,21.4000,0.9600,148.4000,0.1378
1981,27.7000,3.7900,349.6000,0.3001
1982,65.3000,2.8300,177.3000,1.0423
1983,23.5000,3.5900,249.1000,0.3383
1984,18.6000,1.3600,249.4000,0.1011
1985,18.2000,2.2400,238.3000,0.1713
1986,28.6000,2.6200,283.7000,0.2644
1987,35.9000,1.1600,220.1000,0.1894
1988,35.5000,1.4000,102.1000,0.4874
1989,18.0000,4.8000,186.5000,0.4633
1990,28.4000,4.2200,279.4000,0.4290
1991,28.7000,2.2500,232.1000,0.2778
1992,25.9000,3.3800,245.8000,0.3555
1993,20.3000,2.8100,285.1000,0.2000
1994,17.3000,3.2200,318.9000,0.1749
1995,19.2000,2.0600,305.3000,0.1293
1996,36.5000,3.1700,295.1000,0.3922
1997,18.4000,4.0100,163.6000,0.4509
1998,21.5000,6.0200,447.5000,0.2891
1999,13.6000,3.1100,149.8000,0.2822
2000,22.6000,4.1200,164.3000,0.5668
2001,28.4000,3.4500,148.0000,0.6618
2002,15.2000,5.5200,161.8000,0.5179
2003,18.3000,4.2500,190.2000,0.4087
2004,21.9000,3.9700,201.8000,0.4303
2005,18.0000,3.0200,171.8000,0.3157
2006,9.4000,2.7200,149.3000,0.1710
2007,19.3000,3.3100,80.2000,0.7945
2008,16.3000,4.9900,240.1000,0.3389
2009,13.5000,5.1800,137.8000,0.5068
2010,68.8000,1.0500,109.0300,0.6624
2011,21.4000,2.6800,262.2000,0.2190
2012,26.5000,3.1800,344.4000,0.2448
2013,24.2000,2.9200,251.9000,0.2806
2014,18.7000,5.0100,198.7000,0.4710
2015,63.4000,4.3500,145.2000,1.8971
2016,13.8000,4.9400,137.6000,0.4948
2017,25.3000,5.0200,169.5000,0.7485
2018,29.8000,5.6800,356.2000,0.4753
2019,24.4000,4.9800,212.7000,0.5712
