year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.1000,9.0000,60.4000,1.3531
1981,1.6000,10.8800,58.5000,0.2972
1982,15.0000,10.0300,70.2000,2.1407
1983,5.6000,9.0600,128.3000,0.3953
1984,1.5000,9.9900,105.4000,0.1420
1985,0.8000,9.2000,22.9000,0.3200
1986,2.4000,9.8400,41.7000,0.5652
1987,2.6000,10.2100,110.2000,0.2408
1988,5.4000,8.7400,85.9000,0.5486
1989,7.4000,10.1900,35.3000,2.1308
1990,3.7000,9.9600,71.7000,0.5130
1991,5.4000,9.9100,40.1000,1.3307
1992,1.8000,10.4600,94.3000,0.1995
1993,5.7000,10.3800,87.4000,0.6765
1994,2.5000,10.4700,78.1000,0.3348
1995,2.8000,9.3100,73.7000,0.3532
1996,6.1000,9.5400,137.9000,0.4216
1997,5.0000,12.3600,46.6000,1.3238
1998,9.8000,11.1800,62.2000,1.7579
1999,2.2000,10.9300,80.9000,0.2969
2000,6.5000,11.2600,70.6000,1.0354
2001,1.2000,10.4500,36.3000,0.3445
2002,3.3000,10.3800,75.8000,0.4514
2003,2.5000,10.2000,56.7000,0.4488
2004,0.8000,11.4900,102.1000,0.0899
2005,3.0000,11.1200,91.6000,0.3639
2006,2.2000,10.4900,57.0000,0.4042
2007,6.2000,10.3200,73.1000,0.8740
2008,18.6000,12.0900,57.9000,3.8776
2009,3.2000,12.4700,53.8000,0.7404
2010,5.2000,8.7800,14.9000,3.0450
2011,1.7000,9.9400,71.0000,0.2376
2012,7.0000,11.2400,123.3000,0.6375
2013,1.5700,12.8300,83.7000,0.2398
2014,3.3000,11.6200,101.9000,0.3759
2015,12.8000,11.1800,58.0000,2.4620
2016,4.0000,11.2700,52.3000,0.8604
2017,2.5000,10.7200,74.4000,0.3597
2018,3.6300,11.0600,61.5700,0.6514
2019,3.6300,11.0600,61.5700,0.6514
