year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,16.6000,3.4000,331.1000,0.1706
1981,26.3000,5.5900,410.8000,0.3579
1982,39.1000,5.5800,293.3000,0.7441
1983,17.5000,5.7300,445.4000,0.2252
1984,25.7000,3.9700,415.5000,0.2455
1985,20.8000,5.0100,499.0000,0.2087
1986,16.8000,4.7700,350.8000,0.2285
1987,31.5000,2.8300,438.3000,0.2036
1988,48.5000,3.5800,401.3000,0.4326
1989,26.7000,5.8900,292.5000,0.5374
1990,24.1000,7.0000,433.0000,0.3896
1991,44.5000,4.9200,386.5000,0.5665
1992,15.3000,5.8200,336.4000,0.2644
1993,19.0000,5.7900,384.4000,0.2860
1994,34.1000,4.5200,477.5000,0.3225
1995,30.2000,4.2500,221.2000,0.5794
1996,8.7000,6.5500,423.5000,0.1345
1997,22.5000,5.8000,450.9000,0.2892
1998,26.3000,7.7200,413.0000,0.4912
1999,25.3000,3.0900,246.6000,0.3171
2000,41.1000,5.4600,298.2000,0.7520
2001,31.2000,5.2300,278.3000,0.5865
2002,27.8000,7.5700,309.9000,0.6789
2003,16.3000,7.5700,334.6000,0.3685
2004,30.9000,5.3600,301.3000,0.5499
2005,31.1000,4.1900,420.9000,0.3098
2006,20.2000,5.5300,348.0000,0.3211
2007,56.2000,5.2500,129.6000,2.2739
2008,33.9000,8.1100,239.4000,1.1481
2009,36.6000,6.2800,483.6000,0.4751
2010,99.2000,2.6700,281.5000,0.9396
2011,6.0000,5.2200,301.1000,0.1040
2012,25.4000,6.0500,582.8000,0.2636
2013,32.4000,4.2200,402.3000,0.3397
2014,24.5000,7.5700,398.6000,0.4653
2015,56.2000,6.1800,370.4000,0.9367
2016,25.5000,6.9900,295.0000,0.6044
2017,24.9000,7.5800,411.6000,0.4587
2018,30.0000,6.9900,527.5000,0.3976
2019,65.2000,7.4700,432.8000,1.1247
