year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,1.3000,17.4600,0.1000,113.4815
1981,0.0000,19.7600,11.8000,0.0000
1982,1.0000,19.0300,2.2000,8.2732
1983,0.0000,18.2700,1.4000,0.0000
1984,0.6000,17.7000,17.2000,0.6139
1985,2.7000,17.8000,5.4000,8.7371
1986,1.4000,18.4100,4.0000,6.2874
1987,0.6000,18.7700,5.2000,2.1245
1988,0.4000,17.3100,3.9000,1.7309
1989,3.0000,18.7000,11.0000,5.0541
1990,0.0000,18.4700,14.1000,0.0000
1991,0.0000,18.6500,6.2000,0.0000
1992,0.4000,18.9000,12.4000,0.6048
1993,0.0000,18.2300,5.2000,0.0000
1994,0.0000,17.9400,9.9000,0.0000
1995,2.7000,18.2600,3.2000,14.9416
1996,0.8000,17.7600,4.4000,3.1579
1997,0.0000,21.3000,4.4000,0.0000
1998,2.9000,17.6700,7.8000,6.4879
1999,0.4000,18.3600,5.0000,1.4401
2000,7.6000,20.1600,2.1000,69.6504
2001,1.2000,19.3800,3.6000,6.2841
2002,3.1000,18.8900,17.4000,3.3470
2003,0.0000,17.8200,13.4000,0.0000
2004,4.3000,19.8700,4.6000,18.1805
2005,1.8000,20.3000,5.7000,6.2993
2006,1.5000,18.9700,5.7000,4.9062
2007,0.0000,20.0600,8.8000,0.0000
2008,0.1000,20.8300,9.1000,0.2264
2009,0.0000,20.1200,5.5000,0.0000
2010,1.4000,17.4700,3.7000,6.4378
2011,0.0000,19.2500,2.4000,0.0000
2012,13.0000,20.2500,6.4000,40.5065
2013,0.0000,21.2400,4.4000,0.0000
2014,0.0000,18.8400,9.4000,0.0000
2015,0.7000,19.9800,8.5000,1.6262
2016,5.7000,21.4400,6.8000,17.7079
2017,0.3000,21.1300,4.0000,1.5458
2018,0.6000,21.6800,10.3000,1.2506
2019,0.0000,21.2300,1.5000,0.0000
