year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,17.6000,5.9800,216.6000,0.4854
1981,8.2000,6.8600,242.4000,0.2320
1982,35.6000,6.0200,95.4000,2.2427
1983,32.7000,5.2500,209.3000,0.8200
1984,24.4000,6.1500,243.0000,0.6176
1985,18.1000,6.3200,236.9000,0.4830
1986,12.3000,5.9700,267.6000,0.2741
1987,21.7000,6.4800,192.4000,0.7306
1988,25.9000,5.4000,274.6000,0.5095
1989,38.5000,5.8400,227.9000,0.9860
1990,24.4000,6.3100,311.6000,0.4936
1991,30.4000,6.2000,156.4000,1.2039
1992,19.3000,6.7600,333.7000,0.3908
1993,38.8000,6.2800,226.5000,1.0754
1994,24.9000,6.9300,241.3000,0.7144
1995,14.2000,6.3500,338.0000,0.2667
1996,19.6000,5.3400,224.9000,0.4651
1997,14.3000,7.7900,152.6000,0.7291
1998,16.5000,7.8300,216.0000,0.5975
1999,8.8000,7.3800,204.7000,0.3169
2000,14.8000,7.8200,246.2000,0.4699
2001,16.2000,6.7300,165.7000,0.6574
2002,14.3000,7.2100,165.7000,0.6215
2003,16.6000,7.0200,244.8000,0.4760
2004,19.8000,7.8000,330.2000,0.4678
2005,37.0000,7.4800,187.1000,1.4794
2006,8.9000,7.6100,158.1000,0.4281
2007,26.9000,8.1800,183.5000,1.1990
2008,23.4000,8.5800,156.1000,1.2853
2009,20.1000,8.0800,150.7000,1.0770
2010,24.9000,6.8100,207.9000,0.8157
2011,14.0000,6.7900,148.7000,0.6391
2012,13.5000,7.5700,205.7000,0.4964
2013,13.0000,8.9600,354.6000,0.3283
2014,29.6000,7.5300,248.5000,0.8970
2015,26.5000,7.7500,128.1000,1.6024
2016,15.2000,7.7600,112.3000,1.0488
2017,29.8000,7.0900,326.0000,0.6479
2018,22.9000,9.0600,435.0000,0.4771
2019,21.1000,8.0900,333.6000,0.5113
