year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,12.6000,8.8600,80.0000,1.3930
1981,3.3000,9.9800,168.8000,0.1950
1982,14.6000,9.9000,71.5000,2.0183
1983,19.7000,8.9300,94.6000,1.8582
1984,11.4000,9.5400,224.0000,0.4853
1985,3.0000,9.3500,182.2000,0.1539
1986,23.1000,9.2400,162.6000,1.3124
1987,8.5000,10.0900,135.4000,0.6332
1988,10.3000,8.4400,190.3000,0.4567
1989,27.8000,9.4600,124.1000,2.1164
1990,20.1000,9.6000,170.2000,1.1331
1991,26.4000,9.8300,111.7000,2.3216
1992,14.1000,10.1900,187.7000,0.7651
1993,10.7000,9.7100,164.4000,0.6314
1994,6.9000,10.4800,318.6000,0.2269
1995,1.3000,9.4500,243.9000,0.0504
1996,1.3000,8.2100,227.9000,0.0468
1997,8.1000,11.2400,173.6000,0.5240
1998,30.2000,10.6400,144.9000,2.2170
1999,11.8000,11.0400,218.6000,0.5959
2000,8.3000,11.0300,100.5000,0.9102
2001,20.3000,10.3900,234.2000,0.9000
2002,11.4000,10.8200,200.9000,0.6136
2003,8.3000,9.7600,161.2000,0.5023
2004,2.7000,10.8700,176.9000,0.1657
2005,5.2000,9.7500,101.6000,0.4984
2006,12.9000,10.3600,125.4000,1.0646
2007,18.0000,10.2600,115.5000,1.5970
2008,17.9000,11.2400,135.6000,1.4831
2009,11.9000,10.6400,198.7000,0.6372
2010,18.5000,8.5800,108.2000,1.4654
2011,4.0000,8.9300,130.7000,0.2729
2012,13.3000,10.3900,170.0000,0.8125
2013,4.8000,12.0100,178.6000,0.3226
2014,11.5000,11.3500,155.7000,0.8379
2015,18.0000,10.8100,140.2000,1.3874
2016,15.5000,11.0200,192.6000,0.8867
2017,30.1000,10.5700,256.1000,1.2414
2018,4.6000,13.2800,239.2000,0.2552
2019,7.4000,11.1900,197.8000,0.4183
