year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,55.1000,8.1000,409.1000,1.0905
1981,60.3000,9.8000,519.4000,1.1371
1982,22.9000,9.3800,373.1000,0.5759
1983,29.1000,10.0000,442.9000,0.6572
1984,42.9000,7.7900,486.6000,0.6869
1985,45.5000,8.6100,900.2000,0.4349
1986,53.2000,8.5600,617.8000,0.7368
1987,69.2000,7.9700,467.7000,1.1786
1988,34.6000,7.6900,423.0000,0.6292
1989,18.3000,10.5600,341.0000,0.5667
1990,75.9000,9.1900,436.8000,1.5958
1991,31.4000,8.7200,516.6000,0.5298
1992,37.8000,9.4900,389.7000,0.9203
1993,30.0000,9.4800,451.8000,0.6296
1994,28.3000,9.2300,592.7000,0.4408
1995,32.3000,8.4400,923.6000,0.2950
1996,10.9000,8.6500,532.3000,0.1771
1997,54.7000,9.5100,372.9000,1.3952
1998,55.8000,11.3000,440.1000,1.4324
1999,54.7000,8.7800,426.9000,1.1251
2000,61.6000,9.1900,285.5000,1.9829
2001,60.1000,9.4700,573.0000,0.9935
2002,34.6000,11.1200,439.7000,0.8745
2003,38.1000,10.1700,479.2000,0.8081
2004,108.3000,10.4200,439.9000,2.5660
2005,23.2000,8.4200,544.6000,0.3587
2006,61.8000,9.3900,412.0000,1.4082
2007,109.1000,8.8100,338.8000,2.8357
2008,19.8000,10.7100,500.5000,0.4237
2009,81.0000,10.3600,293.5000,2.8572
2010,117.5000,6.9300,773.9000,1.0516
2011,6.1000,9.0900,625.1000,0.0887
2012,60.4000,9.3400,672.7000,0.8389
2013,77.3000,8.2800,582.1000,1.1000
2014,34.3000,11.1400,334.2000,1.1426
2015,58.6000,10.4500,449.3000,1.3631
2016,31.8000,10.9700,421.2000,0.8279
2017,42.7000,10.9400,377.2000,1.2383
2018,41.0000,10.6300,441.7000,0.9862
2019,39.2000,10.9200,428.7000,0.9981
