year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,40.1000,-5.1000,129.1000,-1.5842
1981,39.5000,-5.2900,224.1000,-0.9328
1982,49.3000,-6.2500,153.6000,-2.0037
1983,68.2000,-7.0900,193.0000,-2.5045
1984,20.9000,-4.6900,110.8000,-0.8843
1985,48.5000,-4.7500,204.8000,-1.1248
1986,46.7000,-5.9000,146.0000,-1.8849
1987,51.2000,-5.2900,160.6000,-1.6855
1988,31.1000,-5.3200,167.2000,-0.9887
1989,66.4000,-6.5000,277.7000,-1.5542
1990,35.0000,-6.4600,174.7000,-1.2943
1991,14.2000,-5.1600,262.6000,-0.2790
1992,29.6000,-4.9900,174.3000,-0.8468
1993,44.3000,-5.8600,160.4000,-1.6168
1994,39.2000,-5.8700,148.1000,-1.5528
1995,28.2000,-5.3400,146.4000,-1.0275
1996,47.0000,-4.2400,264.3000,-0.7541
1997,49.9000,-5.5800,235.8000,-1.1811
1998,37.7000,-4.1000,200.4000,-0.7717
1999,41.8000,-4.0300,223.2000,-0.7551
2000,51.7000,-5.9600,166.4000,-1.8516
2001,32.1000,-6.2400,222.0000,-0.9024
2002,57.0000,-5.0800,282.2000,-1.0256
2003,50.8000,-4.8300,191.0000,-1.2846
2004,37.2000,-4.3200,220.3000,-0.7289
2005,44.5000,-5.1300,253.7000,-0.8992
2006,23.8000,-5.0300,207.0000,-0.5775
2007,42.3000,-4.1300,186.8000,-0.9346
2008,34.9000,-4.6900,299.7000,-0.5465
2009,54.8000,-4.1600,269.5000,-0.8453
2010,37.3000,-3.5500,276.2000,-0.4790
2011,46.3000,-4.0100,222.2000,-0.8345
2012,74.9000,-5.0500,315.2000,-1.2006
2013,56.9000,-4.3400,176.5000,-1.3998
2014,28.6000,-4.7900,284.4000,-0.4814
2015,66.9000,-4.2600,181.6000,-1.5692
2016,77.2000,-4.3100,182.3000,-1.8236
2017,53.5000,-4.7700,260.7000,-0.9784
2018,57.3000,-3.8200,320.9000,-0.6824
2019,76.4000,-4.7300,319.3000,-1.1310
