year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,2.7000,7.0100,17.1000,1.1004
1981,1.8000,9.4500,40.6000,0.4178
1982,2.1000,8.5100,14.9000,1.1920
1983,0.6000,8.4600,10.1000,0.4978
1984,2.0000,7.4000,53.7000,0.2752
1985,4.9000,6.5500,16.7000,1.9111
1986,6.3000,7.5300,20.4000,2.3156
1987,0.2000,7.7300,59.7000,0.0259
1988,5.0000,6.6300,41.9000,0.7889
1989,6.5000,7.7700,50.6000,0.9955
1990,3.1000,7.8800,41.1000,0.5929
1991,3.7000,8.1200,83.8000,0.3579
1992,7.5000,7.9600,74.2000,0.8030
1993,5.8000,7.2600,64.7000,0.6498
1994,7.5000,7.1600,43.9000,1.2200
1995,2.8000,7.9900,28.2000,0.7907
1996,4.6000,6.9600,115.2000,0.2778
1997,0.0000,11.2600,42.7000,0.0000
1998,2.2000,7.1900,97.2000,0.1625
1999,3.0000,7.6200,72.5000,0.3149
2000,1.2000,9.5000,123.3000,0.0924
2001,5.7000,9.3400,24.0000,2.2086
2002,8.0000,8.2700,101.3000,0.6525
2003,3.1000,6.3400,105.4000,0.1864
2004,16.7000,9.2800,45.2000,3.4229
2005,2.2000,9.7500,96.4000,0.2222
2006,5.4000,8.7800,42.1000,1.1233
2007,5.7000,9.0700,73.2000,0.7052
2008,1.2000,10.6000,48.2000,0.2633
2009,1.7000,9.0200,23.6000,0.6469
2010,5.9000,6.6100,40.2000,0.9680
2011,3.9000,8.1200,38.3000,0.8244
2012,11.2000,9.5200,40.3000,2.6382
2013,3.1000,10.3900,66.0000,0.4873
2014,2.3000,8.4200,42.2000,0.4577
2015,8.0000,9.4200,73.1000,1.0292
2016,8.8000,9.9700,87.6000,1.0005
2017,4.8000,8.4700,35.0000,1.1587
2018,33.1000,9.6700,57.0000,5.6057
2019,5.1000,9.2500,22.0000,2.1351
