year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,15.2000,2.1900,79.5000,0.4186
1981,14.9000,5.1700,268.5000,0.2870
1982,34.6000,4.4300,169.8000,0.9023
1983,15.2000,4.6100,147.3000,0.4757
1984,8.8000,3.3500,150.3000,0.1960
1985,17.2000,2.9400,135.1000,0.3743
1986,19.4000,3.5800,163.6000,0.4248
1987,21.2000,2.9800,245.7000,0.2572
1988,22.8000,2.4500,177.6000,0.3149
1989,14.9000,6.0300,132.8000,0.6759
1990,18.8000,5.5900,257.8000,0.4077
1991,24.0000,3.4200,232.6000,0.3529
1992,22.6000,4.5200,188.1000,0.5425
1993,12.0000,4.1300,342.7000,0.1446
1994,11.6000,4.8100,167.8000,0.3322
1995,10.0000,3.4100,261.9000,0.1302
1996,16.5000,4.6200,298.7000,0.2549
1997,24.9000,5.4400,108.3000,1.2501
1998,17.6000,7.2700,280.5000,0.4560
1999,16.2000,4.9500,163.7000,0.4892
2000,15.6000,5.3000,98.6000,0.8370
2001,8.1000,5.4000,113.0000,0.3870
2002,16.4000,6.5100,126.0000,0.8471
2003,8.8000,5.2100,257.1000,0.1783
2004,21.7000,5.1300,247.1000,0.4505
2005,7.0000,4.1300,74.2000,0.3887
2006,11.6000,4.5200,100.6000,0.5211
2007,17.6000,4.6600,80.3000,1.0198
2008,19.4000,5.9800,173.9000,0.6663
2009,6.7000,6.2300,146.7000,0.2845
2010,17.0000,2.3300,85.0000,0.4653
2011,18.0000,3.9800,152.4000,0.4700
2012,24.5000,4.7600,343.2000,0.3396
2013,27.9000,4.5500,218.4000,0.5814
2014,7.9000,6.8200,148.2000,0.3633
2015,59.9000,5.6300,237.4000,1.4190
2016,30.2000,6.1700,174.3000,1.0691
2017,16.1000,6.6200,114.7000,0.9290
2018,22.2000,7.8300,152.9000,1.1360
2019,30.3000,6.3700,191.9000,1.0057
