year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,1.4000,15.3000,33.8000,0.6319
1981,3.8000,16.3700,126.5000,0.4915
1982,5.5000,15.1200,107.8000,0.7710
1983,0.5000,14.2500,69.4000,0.1025
1984,5.2000,14.5300,34.1000,2.2100
1985,4.1000,14.5500,13.1000,4.5203
1986,0.3000,13.6700,32.6000,0.1254
1987,1.9000,14.9000,83.7000,0.3378
1988,1.5000,13.6000,84.9000,0.2400
1989,2.9000,13.9700,89.3000,0.4532
1990,4.0000,14.7000,62.8000,0.9347
1991,14.9000,13.7900,58.5000,3.5069
1992,7.4000,14.6800,54.0000,2.0083
1993,32.9000,14.3600,63.7000,7.4050
1994,8.8000,14.5300,43.0000,2.9674
1995,5.4000,14.3500,33.1000,2.3337
1996,6.7000,13.2000,92.3000,0.9571
1997,0.0000,16.0400,53.2000,0.0000
1998,32.6000,14.3200,111.2000,4.1955
1999,0.4000,14.9200,58.7000,0.1015
2000,0.1000,15.6000,65.2000,0.0239
2001,6.3000,15.4900,52.7000,1.8488
2002,17.1000,15.4300,82.3000,3.2029
2003,24.9000,13.2400,125.5000,2.6244
2004,2.6000,15.4700,69.0000,0.5820
2005,2.0000,14.8800,76.5000,0.3884
2006,9.6000,15.4200,42.8000,3.4503
2007,0.6000,16.4600,19.8000,0.4963
2008,18.7000,16.5700,57.5000,5.3790
2009,0.0000,15.2800,102.7000,0.0000
2010,9.4000,14.3000,147.2000,0.9127
2011,16.8000,14.1100,50.5000,4.6843
2012,5.3000,14.7900,109.3000,0.7164
2013,1.9000,16.1300,85.0000,0.3602
2014,3.7000,14.8300,68.3000,0.8025
2015,7.2000,15.6400,43.1000,2.6069
2016,2.0000,15.9000,95.2000,0.3336
2017,3.2000,15.1300,175.1000,0.2764
2018,6.4000,15.6900,100.6000,0.9971
2019,1.1000,15.2300,69.5000,0.2408
