year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,22.3000,9.7800,432.8000,0.5037
1981,28.5000,11.7400,277.8000,1.2044
1982,24.5000,11.9800,481.5000,0.6093
1983,31.2000,11.4700,245.2000,1.4592
1984,20.7000,10.2600,379.2000,0.5601
1985,33.7000,9.9200,486.9000,0.6864
1986,32.7000,11.6600,340.2000,1.1207
1987,13.3000,10.4500,382.5000,0.3634
1988,4.0000,11.1500,291.4000,0.1530
1989,96.9000,12.3000,211.4000,5.6338
1990,63.3000,11.3700,486.1000,1.4801
1991,56.2000,10.7400,145.8000,4.1383
1992,59.7000,11.4700,252.0000,2.7166
1993,33.1000,11.6500,384.8000,1.0022
1994,20.5000,12.4800,428.5000,0.5971
1995,12.3000,11.9900,478.5000,0.3081
1996,15.2000,11.4700,561.0000,0.3107
1997,58.4000,12.0800,241.6000,2.9176
1998,41.7000,12.9200,367.8000,1.4640
1999,30.7000,12.3500,196.1000,1.9331
2000,25.4000,12.8500,227.5000,1.4342
2001,44.2000,12.9300,598.8000,0.9540
2002,13.2000,13.4100,283.7000,0.6238
2003,33.1000,12.1700,377.4000,1.0670
2004,22.9000,13.2900,318.3000,0.9559
2005,30.8000,12.4800,375.6000,1.0234
2006,20.1000,12.3100,294.4000,0.8404
2007,70.1000,13.0900,383.3000,2.3930
2008,19.3000,13.4300,397.4000,0.6523
2009,27.2000,13.2700,642.5000,0.5618
2010,65.0000,10.6500,455.6000,1.5192
2011,29.9000,11.9600,325.8000,1.0974
2012,31.4000,12.5200,294.7000,1.3336
2013,47.9000,11.5500,693.5000,0.7975
2014,9.3000,14.7300,168.8000,0.8110
2015,23.3000,13.2000,365.3000,0.8415
2016,30.1000,14.0800,231.0000,1.8334
2017,26.3000,14.2000,481.2000,0.7758
2018,52.5000,13.6800,359.1700,1.9988
2019,7.2000,13.9400,157.6000,0.6367
