year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,18.9000,0.8700,242.3000,0.0680
1981,23.9000,0.7200,280.6000,0.0609
1982,29.9000,-0.4500,243.7000,-0.0549
1983,30.1000,-1.0100,258.2000,-0.1174
1984,59.1000,0.2400,207.7000,0.0689
1985,82.6000,0.6300,275.4000,0.1880
1986,33.0000,0.0700,285.6000,0.0083
1987,31.4000,0.6700,296.5000,0.0705
1988,38.3000,0.0600,340.0000,0.0069
1989,57.1000,-0.5400,289.7000,-0.1067
1990,36.2000,-0.0200,168.9000,-0.0054
1991,36.0000,0.8000,210.5000,0.1366
1992,28.1000,0.6000,175.6000,0.0961
1993,69.9000,0.2900,261.1000,0.0777
1994,31.6000,0.5700,260.1000,0.0697
1995,13.4000,-0.2800,242.7000,-0.0157
1996,53.8000,0.4400,291.6000,0.0816
1997,57.0000,1.1100,257.2000,0.2459
1998,31.6000,2.1700,269.9000,0.2537
1999,29.2000,1.0900,305.2000,0.1045
2000,12.4000,0.4800,287.5000,0.0209
2001,34.8000,0.1000,197.7000,0.0174
2002,61.3000,1.4200,238.0000,0.3660
2003,31.5000,1.4600,241.3000,0.1908
2004,36.9000,1.7100,277.2000,0.2271
2005,52.9000,1.1700,250.4000,0.2465
2006,26.6000,0.4200,315.1000,0.0355
2007,30.2000,1.7600,301.8000,0.1761
2008,32.4000,1.6100,238.1000,0.2196
2009,34.6000,1.5500,276.9000,0.1937
2010,23.2000,1.5500,270.6000,0.1326
2011,29.0000,0.5400,265.5000,0.0590
2012,27.6000,0.6800,256.8000,0.0730
2013,11.4000,2.2200,279.9000,0.0904
2014,26.7000,1.5000,416.4000,0.0961
2015,37.2000,1.7000,244.3000,0.2588
2016,49.3000,1.8900,403.0000,0.2316
2017,31.4500,0.6700,336.7000,0.0622
2018,32.8800,1.4200,328.0000,0.1423
2019,32.8800,1.4200,328.0000,0.1423
