year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,10.0000,12.7400,251.2000,0.5068
1981,4.7000,14.3400,373.2000,0.1806
1982,30.0000,13.3000,360.8000,1.1059
1983,3.3000,12.6100,262.9000,0.1583
1984,25.9000,12.8200,322.7300,1.0286
1985,13.2000,12.2000,125.0000,1.2875
1986,14.3000,13.1900,173.7000,1.0850
1987,25.9000,12.7600,215.2000,1.5352
1988,39.4000,12.1000,463.5000,1.0280
1989,73.9000,12.4900,321.5000,2.8706
1990,29.1000,12.7100,233.7000,1.5823
1991,38.6000,12.2900,141.2000,3.3565
1992,30.0000,13.2100,257.4000,1.5394
1993,21.5000,12.1800,271.9000,0.9628
1994,39.4000,13.9600,139.7000,3.9349
1995,2.5000,13.4900,283.7000,0.1188
1996,16.8000,12.2300,400.8000,0.5123
1997,13.6000,14.3100,60.1000,3.2333
1998,23.3000,13.5300,294.2000,1.0713
1999,8.6000,14.0300,255.6000,0.4719
2000,12.7000,14.8900,257.4000,0.7343
2001,34.1000,14.2900,178.6000,2.7273
2002,25.1000,13.8200,237.1000,1.4622
2003,28.8000,13.5000,411.2000,0.9452
2004,14.1000,15.5300,193.7000,1.1296
2005,10.5000,15.0800,202.3000,0.7824
2006,39.6000,14.6000,385.4000,1.4997
2007,12.7000,14.7000,429.6000,0.4345
2008,38.7000,14.8400,243.7000,2.3564
2009,20.0000,14.2800,280.1000,1.0191
2010,33.3000,13.0700,328.4000,1.3249
2011,26.5000,13.4800,267.2000,1.3363
2012,15.9000,13.9100,200.8000,1.1012
2013,7.6000,15.2800,261.0000,0.4447
2014,28.3000,14.2100,224.3000,1.7922
2015,16.2000,13.8400,158.3000,1.4153
2016,5.4000,14.3800,116.0000,0.6686
2017,18.9000,14.0300,214.9000,1.2337
2018,35.7000,15.3000,227.8000,2.3974
2019,8.4000,14.7200,204.9000,0.6030
