year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,44.8000,6.7200,387.9000,0.7759
1981,52.7000,8.6300,395.6000,1.1499
1982,57.6000,8.3800,250.3000,1.9273
1983,13.4000,9.2100,364.5000,0.3385
1984,18.6000,6.9500,552.7000,0.2338
1985,39.2000,7.6600,619.4000,0.4844
1986,50.3000,8.0600,494.9000,0.8186
1987,48.4000,6.9200,372.5000,0.8983
1988,40.0000,6.9600,395.5000,0.7038
1989,20.5000,9.6600,477.4000,0.4148
1990,71.7000,8.9700,399.1000,1.6102
1991,45.2000,7.6300,360.0000,0.9579
1992,20.5000,8.6100,306.9000,0.5751
1993,20.4000,8.8300,498.6000,0.3614
1994,20.5000,8.6300,467.6000,0.3783
1995,20.9000,7.6100,317.7000,0.5007
1996,16.8000,8.5400,394.5000,0.3635
1997,39.6000,8.9700,419.4000,0.8463
1998,31.9000,11.3400,578.8000,0.6247
1999,55.5000,7.3400,428.8000,0.9501
2000,63.2000,8.8200,333.2000,1.6726
2001,14.1000,9.2600,381.0000,0.3426
2002,11.2000,10.9400,239.8000,0.5108
2003,9.7000,10.3200,352.1000,0.2843
2004,39.5000,9.5000,368.3000,1.0185
2005,15.5000,8.1500,561.5000,0.2248
2006,37.3000,8.3200,362.0000,0.8574
2007,41.9000,8.5700,274.7000,1.3063
2008,39.1000,10.3100,443.2000,0.9094
2009,41.0000,9.4500,207.6000,1.8661
2010,66.0000,5.8300,512.7000,0.7500
2011,12.2000,7.8600,257.1000,0.3729
2012,48.2000,8.3600,391.0000,1.0300
2013,76.6000,6.8500,491.2000,1.0680
2014,18.5000,10.1700,304.2000,0.6182
2015,58.3000,9.7000,279.7000,2.0202
2016,26.6000,9.3000,360.6000,0.6860
2017,22.2000,9.3700,283.5000,0.7331
2018,37.3000,9.4900,549.4000,0.6439
2019,35.9000,9.8000,767.7000,0.4581
