year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,47.4000,4.0000,204.2000,0.9280
1981,20.9000,6.0300,283.2000,0.4452
1982,5.2000,6.2000,226.7000,0.1422
1983,19.7000,5.9300,192.4000,0.6069
1984,18.9000,4.5800,282.6000,0.3059
1985,39.0000,3.9100,295.3000,0.5166
1986,21.5000,5.8100,238.2000,0.5239
1987,5.3000,5.9200,212.2000,0.1479
1988,8.9000,3.9600,233.6000,0.1507
1989,3.3000,6.3300,117.1000,0.1782
1990,35.5000,5.5600,404.6000,0.4874
1991,28.6000,4.6900,224.1000,0.5979
1992,14.5000,5.8200,254.1000,0.3320
1993,8.3000,5.4800,233.3000,0.1950
1994,41.0000,6.7100,307.8000,0.8941
1995,1.4000,4.7500,293.2000,0.0227
1996,12.3000,4.8200,353.6000,0.1677
1997,14.1000,6.6200,122.6000,0.7603
1998,37.9000,7.5200,317.3000,0.8982
1999,11.9000,7.0900,213.8000,0.3947
2000,13.0000,6.0700,187.1000,0.4218
2001,20.0000,6.6800,182.5000,0.7321
2002,38.7000,6.5300,267.1000,0.9463
2003,76.6000,5.6300,219.3000,1.9654
2004,8.0000,6.8100,305.4000,0.1784
2005,21.1000,6.0100,169.6000,0.7467
2006,20.5000,6.3300,183.3000,0.7077
2007,32.0000,6.2600,117.3000,1.7059
2008,20.2000,6.9400,229.9000,0.6092
2009,3.4000,7.2900,81.2000,0.3049
2010,39.2000,3.6000,159.4000,0.8858
2011,12.4000,4.6700,141.7000,0.4081
2012,7.6000,7.0400,374.3000,0.1430
2013,12.3000,7.1800,284.9000,0.3100
2014,3.9000,8.0300,164.6000,0.1901
2015,27.1000,6.5300,183.3000,0.9645
2016,5.9000,7.3600,265.1000,0.1638
2017,13.9000,7.4800,217.5000,0.4780
2018,32.0000,9.2200,263.2000,1.1204
2019,19.9000,7.2600,263.9300,0.5469
