year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,28.1000,9.1600,314.4000,0.8182
1981,4.1000,11.7700,464.1000,0.1039
1982,26.2000,11.3300,167.6000,1.7703
1983,6.4000,10.0900,232.5000,0.2776
1984,38.9000,10.2700,266.8000,1.4963
1985,11.9000,10.4500,285.0000,0.4360
1986,21.8000,10.7700,236.0000,0.9943
1987,25.0000,11.0300,233.6000,1.1804
1988,26.2000,9.5500,435.8000,0.5738
1989,33.1000,10.8100,173.6000,2.0607
1990,56.4000,10.4100,206.6000,2.8416
1991,35.5000,10.2600,146.0000,2.4935
1992,15.3000,11.0300,334.2000,0.5048
1993,10.7000,10.7800,497.1000,0.2320
1994,46.5000,11.1200,252.7000,2.0445
1995,1.2000,10.7700,335.1000,0.0385
1996,18.1000,9.4200,391.1000,0.4360
1997,3.4000,12.0800,133.6000,0.3073
1998,9.2000,11.7500,214.3000,0.5043
1999,12.7000,12.0900,183.4000,0.8365
2000,16.9000,12.4700,249.9000,0.8430
2001,37.2000,11.7600,239.6000,1.8250
2002,27.6000,11.3800,234.3000,1.3405
2003,20.3000,10.7900,430.6000,0.5084
2004,10.0000,12.3900,255.2000,0.4855
2005,9.1000,12.0100,294.5000,0.3710
2006,25.6000,11.8900,291.8000,1.0427
2007,41.9000,11.6300,226.2000,2.1534
2008,21.6000,11.5100,163.1000,1.5234
2009,22.7000,11.5800,305.6000,0.8598
2010,16.3000,9.5900,217.8000,0.7173
2011,23.3000,10.0000,316.7000,0.7357
2012,18.5000,11.3200,271.1000,0.7721
2013,21.9000,12.4900,489.0000,0.5591
2014,27.4000,11.4200,290.7000,1.0759
2015,22.5000,11.3400,86.3000,2.9540
2016,17.3000,11.2600,344.9000,0.5645
2017,15.4000,11.1300,305.5000,0.5608
2018,23.5000,13.3300,302.9000,1.0337
2019,5.7000,11.9900,151.4000,0.4510
