year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.9000,9.7600,299.8000,0.3222
1981,13.9000,12.0100,250.9000,0.6651
1982,0.6000,12.2300,282.9000,0.0259
1983,15.4000,11.7600,285.6000,0.6341
1984,16.2000,10.3900,329.1000,0.5114
1985,9.1000,9.9000,440.0000,0.2046
1986,26.2000,11.5900,361.1000,0.8410
1987,19.1000,10.1500,355.7000,0.5447
1988,13.6000,9.9800,238.6000,0.5684
1989,4.2000,12.5700,214.2000,0.2464
1990,20.4000,11.1200,451.3000,0.5027
1991,16.7000,9.9200,499.6000,0.3315
1992,0.8000,10.9600,320.2000,0.0274
1993,6.9000,11.1000,389.5000,0.1965
1994,11.0000,11.2600,422.0000,0.2935
1995,3.9000,10.5800,420.7000,0.0981
1996,9.5000,10.5700,397.3000,0.2527
1997,11.5000,11.7500,301.0000,0.4489
1998,8.4000,12.6000,410.4000,0.2578
1999,13.0000,10.7300,251.1000,0.5555
2000,16.5000,10.4000,198.9000,0.8626
2001,9.6000,11.6100,485.7000,0.2293
2002,6.6000,11.8000,267.7000,0.2908
2003,36.6000,10.7200,157.5000,2.4894
2004,16.9000,10.8000,316.5000,0.5765
2005,10.1000,9.7800,444.4000,0.2222
2006,8.2000,10.5500,330.3000,0.2618
2007,35.8000,10.1200,303.1000,1.1947
2008,9.4000,10.7300,307.7000,0.3277
2009,23.7000,11.0500,167.3000,1.5640
2010,19.8000,8.3500,322.0000,0.5134
2011,8.2000,10.1700,388.8000,0.2144
2012,18.2000,11.1600,334.1000,0.6075
2013,16.8000,10.1100,354.3000,0.4791
2014,2.4000,12.5900,359.1000,0.0842
2015,14.7000,11.4800,322.1000,0.5236
2016,11.6000,12.0600,381.4000,0.3668
2017,10.7000,12.7700,394.6000,0.3462
2018,6.8000,12.6400,361.8000,0.2375
2019,7.5000,12.1700,261.4000,0.3490
