year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,8.6000,8.6900,62.8000,1.1879
1981,3.1000,10.3100,71.0000,0.4495
1982,13.6000,9.2000,72.6000,1.7206
1983,6.9000,8.4100,155.2000,0.3738
1984,1.1000,8.8900,66.1000,0.1477
1985,2.9000,8.5300,35.4000,0.6970
1986,5.0000,9.0900,84.6000,0.5367
1987,8.7000,9.3000,96.8000,0.8351
1988,19.5000,8.2500,92.0000,1.7467
1989,8.2000,9.5800,66.0000,1.1885
1990,7.4000,9.3100,90.2000,0.7631
1991,7.7000,9.3100,53.5000,1.3371
1992,7.6000,9.5800,69.8000,1.0412
1993,21.6000,9.2900,149.8000,1.3385
1994,7.5000,9.3100,70.3000,0.9915
1995,7.7000,8.6200,82.0000,0.8088
1996,6.0000,9.3900,119.2000,0.4720
1997,3.0000,11.4800,50.7000,0.6782
1998,14.0000,10.3900,75.5000,1.9239
1999,9.4000,10.1000,44.3000,2.1390
2000,9.8000,10.2400,85.9000,1.1668
2001,3.7000,9.4600,43.0000,0.8120
2002,6.9000,9.8600,87.6000,0.7759
2003,7.2000,9.7200,55.4000,1.2615
2004,10.1000,10.8600,47.8000,2.2894
2005,9.4000,10.4100,94.3000,1.0364
2006,9.6000,9.8500,81.0000,1.1660
2007,17.5000,10.1300,97.8000,1.8105
2008,21.4000,11.8800,63.0000,4.0277
2009,6.1000,11.8000,56.2000,1.2784
2010,17.1000,8.6400,42.9000,3.4377
2011,5.0000,9.7400,58.6000,0.8297
2012,10.8000,10.9600,99.1000,1.1927
2013,1.6000,12.2800,104.8000,0.1873
2014,3.8000,10.7800,89.5000,0.4571
2015,10.1000,11.0600,56.9000,1.9593
2016,7.3000,11.2200,74.5000,1.0976
2017,1.4000,11.0800,103.1000,0.1503
2018,6.3000,12.3600,56.6000,1.3732
2019,6.7000,11.3400,92.3000,0.8225
