year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,34.3000,3.8500,228.1000,0.5792
1981,39.1000,4.7900,467.5000,0.4003
1982,52.6000,5.9200,223.0000,1.3949
1983,18.0000,5.9400,337.1000,0.3170
1984,30.2000,4.5200,329.6000,0.4144
1985,58.5000,5.3600,391.9000,0.7999
1986,25.9000,5.6200,286.2000,0.5087
1987,33.0000,3.7900,389.7000,0.3212
1988,20.0000,4.5300,362.2000,0.2500
1989,18.2000,6.2400,254.0000,0.4467
1990,48.3000,7.6000,415.2000,0.8834
1991,13.0000,5.6600,376.1000,0.1954
1992,22.3000,5.9900,345.1000,0.3869
1993,33.1000,6.0400,285.6000,0.7000
1994,45.0000,4.8800,506.7000,0.4332
1995,26.9000,5.2000,309.6000,0.4519
1996,17.4000,6.4100,320.2000,0.3484
1997,16.5000,5.7000,377.1000,0.2494
1998,21.3000,8.4100,486.3000,0.3683
1999,32.6000,3.6300,274.3000,0.4312
2000,59.0000,5.4100,204.3000,1.5612
2001,61.4000,5.8500,190.8000,1.8826
2002,35.4000,7.5700,336.5000,0.7956
2003,26.0000,8.1400,339.3000,0.6233
2004,73.5000,5.6200,224.7000,1.8377
2005,62.5000,4.8800,293.8000,1.0379
2006,43.3000,4.9700,350.5000,0.6142
2007,95.0000,4.7600,161.8000,2.7910
2008,40.7000,7.9700,126.7000,2.5591
2009,69.6000,6.7100,654.3000,0.7141
2010,129.9000,3.3500,388.1000,1.1195
2011,45.1000,4.9000,237.9000,0.9287
2012,40.9000,5.5400,391.1000,0.5790
2013,38.3000,4.2400,414.0000,0.3918
2014,38.1000,6.7000,253.7000,1.0063
2015,78.8000,6.4500,269.1000,1.8877
2016,33.1000,6.4900,379.5000,0.5662
2017,30.4000,7.5200,287.4000,0.7951
2018,45.8000,6.2300,327.8000,0.8702
2019,30.6000,7.2500,551.4300,0.4020
