year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,10.4000,3.1000,235.5000,0.1369
1981,19.1000,5.6200,374.5000,0.2864
1982,18.4000,5.5000,196.9000,0.5134
1983,36.8000,5.3100,355.7000,0.5487
1984,18.8000,4.1000,393.6000,0.1958
1985,15.5000,5.0400,483.2000,0.1616
1986,9.8000,4.6000,348.5000,0.1292
1987,25.8000,2.5100,530.9000,0.1220
1988,41.3000,3.5300,392.1000,0.3714
1989,23.9000,5.4300,166.5000,0.7790
1990,17.5000,6.8100,385.2000,0.3091
1991,23.6000,4.7400,577.3000,0.1938
1992,14.3000,5.6500,231.2000,0.3493
1993,23.3000,5.6700,373.6000,0.3533
1994,13.7000,4.4700,491.5000,0.1247
1995,18.9000,3.8200,129.7000,0.5570
1996,8.6000,6.3600,576.2000,0.0949
1997,8.1000,5.8200,467.3000,0.1008
1998,14.7000,7.7600,494.9000,0.2303
1999,11.7000,3.2200,274.7000,0.1370
2000,23.3000,5.4000,294.1000,0.4280
2001,14.7000,4.6300,242.2000,0.2811
2002,12.0000,6.8500,462.2000,0.1779
2003,2.3000,7.0100,547.5000,0.0294
2004,12.9000,4.4900,270.6000,0.2140
2005,18.2000,3.7500,415.7000,0.1640
2006,14.6000,4.5900,453.7000,0.1477
2007,58.9000,4.5400,166.0000,1.6100
2008,42.8000,7.3200,337.5000,0.9286
2009,35.3000,5.7000,494.4000,0.4071
2010,31.4000,2.3200,245.2000,0.2975
2011,6.2000,4.5500,252.4000,0.1116
2012,8.5000,5.3600,370.2700,0.1231
2013,16.2000,3.3900,564.0000,0.0973
2014,9.9000,6.8200,379.3300,0.1780
2015,21.4000,5.1800,466.2000,0.2376
2016,16.7000,6.2700,221.1000,0.4735
2017,9.0000,6.9800,376.0000,0.1670
2018,24.7000,5.8700,581.7000,0.2493
2019,24.2000,6.5200,548.3000,0.2877
