year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,78.4000,5.2000,371.6000,1.0970
1981,47.1000,6.6900,351.3000,0.8967
1982,40.7000,6.9300,328.7000,0.8577
1983,25.7000,7.1300,651.8000,0.2811
1984,38.0000,5.0500,477.4000,0.4022
1985,53.2000,5.9500,509.2000,0.6211
1986,107.0000,5.9200,663.9000,0.9543
1987,60.8000,5.3400,583.9000,0.5559
1988,68.3000,5.1100,325.7000,1.0712
1989,28.3000,7.5100,418.6000,0.5074
1990,94.9000,7.6900,433.9000,1.6820
1991,79.2000,5.6900,678.9000,0.6636
1992,48.0000,6.7300,354.2000,0.9118
1993,29.9000,6.9700,420.6000,0.4954
1994,33.5000,6.5300,644.0000,0.3398
1995,12.0000,6.0700,587.3700,0.1239
1996,38.2000,6.5800,573.4000,0.4382
1997,45.2000,7.1100,289.2000,1.1108
1998,37.6000,9.6000,674.1000,0.5353
1999,104.0000,5.3200,355.5000,1.5567
2000,94.4000,6.7300,362.0000,1.7538
2001,38.2000,6.9900,512.6000,0.5205
2002,52.7000,8.8300,431.1000,1.0794
2003,21.3000,7.8400,528.2000,0.3160
2004,107.2000,6.7800,466.7000,1.5564
2005,34.4000,5.5100,723.8000,0.2617
2006,73.2000,6.1000,439.7000,1.0151
2007,65.6000,6.0800,313.0000,1.2728
2008,35.7000,8.2700,501.5000,0.5889
2009,91.2000,7.3400,431.4000,1.5507
2010,173.4000,3.9000,715.4000,0.9457
2011,35.3000,5.9400,294.3000,0.7121
2012,56.9000,6.7700,522.9000,0.7370
2013,98.7000,5.3200,729.7000,0.7197
2014,32.3000,7.8500,473.1000,0.5357
2015,111.6000,7.2600,354.7000,2.2832
2016,78.3000,8.1100,385.6000,1.6470
2017,51.7000,7.7200,462.7000,0.8627
2018,75.9000,7.9800,567.1000,1.0678
2019,51.6000,8.2200,647.4000,0.6548
