year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,7.5000,8.7500,104.6000,0.6266
1981,2.5000,10.0300,178.5000,0.1405
1982,19.2000,9.9000,63.6000,2.9833
1983,11.6000,8.9100,90.5000,1.1408
1984,7.3000,9.4000,241.2000,0.2842
1985,4.6000,9.3000,235.2000,0.1817
1986,14.6000,9.3000,261.9000,0.5182
1987,8.4000,10.0900,141.0000,0.6006
1988,14.8000,8.3300,207.6000,0.5938
1989,27.3000,9.3100,172.2000,1.4751
1990,31.8000,9.4800,168.6000,1.7877
1991,28.9000,9.6300,158.6000,1.7532
1992,10.5000,10.0700,150.6000,0.7014
1993,7.3000,9.7600,211.5000,0.3366
1994,8.5000,10.4900,378.0000,0.2358
1995,4.3000,9.3300,269.0000,0.1491
1996,7.5000,8.0700,217.5000,0.2781
1997,4.6000,11.1300,163.0000,0.3139
1998,28.6000,10.7800,134.8000,2.2844
1999,12.0000,11.0500,125.1000,1.0588
2000,10.1000,11.2200,113.1000,1.0008
2001,19.0000,10.3600,301.7000,0.6519
2002,18.4000,10.8000,174.3000,1.1391
2003,6.7000,10.1600,197.4000,0.3446
2004,2.3000,11.8500,215.3000,0.1266
2005,7.4000,11.0200,114.2000,0.7134
2006,12.9000,11.2700,160.7000,0.9041
2007,22.9000,10.7800,217.1000,1.1366
2008,17.9000,12.0800,100.3000,2.1546
2009,12.0000,11.3900,269.1000,0.5075
2010,27.1000,9.2000,117.2000,2.1247
2011,4.5000,9.4100,178.7000,0.2369
2012,16.5000,10.8600,256.1000,0.6995
2013,0.4000,12.8500,212.6000,0.0242
2014,10.4000,11.8500,199.1000,0.6187
2015,24.9000,11.3600,145.6000,1.9412
2016,20.2000,11.6700,131.2000,1.7946
2017,19.4000,11.1200,271.6000,0.7940
2018,4.8000,13.7700,277.8000,0.2378
2019,4.3000,11.7200,240.0000,0.2099
