year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,29.4000,9.9800,47.3000,6.1904
1981,7.9000,12.2900,46.1000,2.1012
1982,2.1000,12.6100,63.1000,0.4189
1983,4.4000,12.5700,45.7000,1.2079
1984,14.3000,10.4500,48.8000,3.0562
1985,9.4000,9.5700,49.5000,1.8128
1986,12.4000,11.2800,30.7000,4.5402
1987,15.8000,10.0700,66.1000,2.4041
1988,28.5000,8.1800,88.1000,2.6419
1989,26.4000,10.6300,21.5000,12.9941
1990,13.3000,12.0600,77.8000,2.0592
1991,19.6000,11.6500,60.3000,3.7805
1992,7.5000,11.9900,76.2000,1.1786
1993,29.0000,10.2000,48.5000,6.0864
1994,28.7000,9.9100,71.2000,3.9885
1995,14.8000,11.5300,64.3000,2.6496
1996,17.3000,10.6000,41.9000,4.3675
1997,13.2000,15.9000,15.0000,13.8965
1998,16.5000,9.9100,60.4000,2.7018
1999,6.3000,10.7100,44.5000,1.5133
2000,14.2000,13.2900,30.0000,6.2688
2001,12.9000,13.1000,78.0000,2.1645
2002,18.5000,10.8100,80.5000,2.4819
2003,11.3000,9.8300,68.3000,1.6246
2004,31.0000,13.0300,102.1000,3.9535
2005,24.8000,12.2800,87.1000,3.4929
2006,23.4000,12.0900,31.6000,8.9262
2007,9.4000,12.1900,77.0000,1.4861
2008,3.6000,14.7600,29.9000,1.7717
2009,14.4000,13.0200,52.8000,3.5444
2010,27.8000,8.5500,42.1000,5.6332
2011,18.0000,10.2200,91.7000,2.0030
2012,10.8000,13.2500,117.7000,1.2147
2013,10.7000,13.3900,128.3000,1.1159
2014,11.2000,11.2300,61.1000,2.0558
2015,17.9000,13.1700,32.2000,7.3001
2016,27.2000,12.8500,97.1000,3.5956
2017,8.5000,11.3400,34.3000,2.8029
2018,13.0000,13.3400,37.3000,4.6370
2019,12.8000,11.6400,37.5000,3.9626
