year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,47.5000,4.3600,77.0000,2.6887
1981,16.4000,6.2600,187.1000,0.5480
1982,25.9000,5.8500,107.4000,1.4087
1983,20.3000,5.7200,108.0000,1.0733
1984,11.3000,4.8100,57.9000,0.9362
1985,21.9000,3.6800,77.3000,1.0411
1986,44.6000,4.3700,60.3000,3.2241
1987,35.1000,4.5600,110.2000,1.4521
1988,29.1000,3.5600,80.8000,1.2805
1989,42.2000,4.4500,59.5000,3.1516
1990,29.6000,5.3000,124.8000,1.2553
1991,38.4000,4.9100,121.2000,1.5543
1992,33.8000,4.7000,147.5000,1.0758
1993,58.6000,4.3900,163.0000,1.5758
1994,55.8000,4.3200,110.4000,2.1824
1995,23.0000,5.6300,88.7000,1.4572
1996,53.0000,3.4900,98.5000,1.8755
1997,22.1000,8.7100,50.6000,3.7961
1998,30.5000,4.1200,176.1000,0.7138
1999,39.8000,4.4100,170.7000,1.0268
2000,26.8000,7.0100,119.4000,1.5716
2001,13.0000,7.2600,146.8000,0.6423
2002,33.3000,5.0100,237.2000,0.7026
2003,54.8000,3.5300,151.2000,1.2795
2004,52.7000,6.3000,115.1000,2.8825
2005,18.7000,6.8600,116.7000,1.0981
2006,24.3000,6.7100,70.3000,2.3171
2007,57.7000,6.2300,159.4000,2.2543
2008,37.1000,8.2100,77.6000,3.9184
2009,22.6000,6.6300,77.3000,1.9367
2010,34.5000,4.1900,108.7000,1.3287
2011,47.0000,5.1300,194.1000,1.2419
2012,29.1000,6.8400,105.6000,1.8823
2013,39.0000,7.9900,200.0000,1.5571
2014,46.0000,5.5600,53.8000,4.7440
2015,55.3000,6.7100,112.7000,3.2884
2016,30.5000,7.4900,190.8000,1.1967
2017,39.6000,5.7000,108.3500,2.0831
2018,40.9700,6.6300,137.2800,1.9783
2019,40.9700,6.6300,137.2800,1.9783
