year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,59.5000,7.6200,468.4000,0.9677
1981,69.5000,8.5400,398.7000,1.4881
1982,36.2000,8.8700,545.6000,0.5883
1983,40.9000,9.4100,616.7000,0.6238
1984,70.2000,7.1100,580.0000,0.8608
1985,77.7000,7.6900,725.8000,0.8230
1986,50.9000,8.3500,734.1000,0.5790
1987,81.9000,7.3100,429.5000,1.3929
1988,35.4000,7.6200,462.5000,0.5828
1989,17.6000,9.5500,584.1000,0.2878
1990,46.8000,9.2400,642.5000,0.6730
1991,52.2000,8.2700,533.4000,0.8096
1992,55.3000,8.8800,510.3000,0.9624
1993,40.7000,8.8400,422.3000,0.8515
1994,40.3000,8.4400,518.0000,0.6566
1995,50.6000,7.5300,953.3000,0.3994
1996,41.7000,8.0700,750.9000,0.4481
1997,73.5000,8.8000,451.8000,1.4311
1998,59.4000,11.1100,514.6000,1.2825
1999,49.5000,8.6600,308.3000,1.3898
2000,93.7000,8.6500,252.3000,3.2096
2001,56.6000,8.9000,507.7000,0.9916
2002,68.5000,10.6700,460.7000,1.5867
2003,35.8000,9.7100,547.6000,0.6348
2004,112.9000,8.8500,730.7000,1.3669
2005,33.5000,7.5400,574.1000,0.4397
2006,62.0000,8.0800,679.3000,0.7373
2007,67.1000,7.9200,548.0000,0.9691
2008,26.5000,9.9100,556.0000,0.4721
2009,106.7000,9.2800,417.8000,2.3687
2010,129.3000,6.7700,820.9000,1.0667
2011,11.7000,7.9300,553.2700,0.1678
2012,76.8000,8.5000,713.9000,0.9144
2013,90.3000,7.3000,840.4000,0.7845
2014,55.8000,9.5200,364.2000,1.4588
2015,66.4000,8.9000,463.2000,1.2749
2016,95.0000,9.4400,511.6000,1.7518
2017,50.9000,9.3100,398.3000,1.1891
2018,53.8000,9.8400,548.5000,0.9650
2019,48.9000,9.2600,432.8000,1.0463
