year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,58.5000,3.8400,401.8000,0.5596
1981,59.4000,3.2400,403.1000,0.4770
1982,68.9000,2.9400,376.8000,0.5379
1983,72.1000,2.7000,452.5000,0.4298
1984,45.4000,4.0900,365.3000,0.5085
1985,80.0000,3.9700,396.5000,0.8009
1986,63.8000,3.1600,331.4000,0.6081
1987,78.8000,3.6600,348.7000,0.8271
1988,92.1000,3.5200,308.2000,1.0511
1989,88.4000,3.1700,435.7000,0.6434
1990,85.7000,2.3300,303.1000,0.6593
1991,71.7000,3.6700,290.5000,0.9046
1992,115.6000,3.4000,349.2000,1.1238
1993,87.1000,3.2400,466.2000,0.6046
1994,57.9000,3.4200,299.7000,0.6604
1995,75.1000,3.6500,281.8000,0.9712
1996,37.2000,4.1200,241.0000,0.6365
1997,75.0000,3.0800,312.2000,0.7406
1998,45.6000,4.6900,408.5000,0.5231
1999,105.1000,4.4900,423.2000,1.1159
2000,83.8000,2.8500,398.7000,0.5998
2001,67.6000,2.3100,262.9000,0.5929
2002,37.0000,3.7900,247.1000,0.5673
2003,65.7000,4.5100,357.1000,0.8297
2004,50.5000,4.5100,364.4000,0.6254
2005,60.5000,3.8200,389.2000,0.5929
2006,84.5000,3.6100,371.3000,0.8203
2007,67.0000,4.6000,337.5000,0.9127
2008,88.1000,4.0000,326.6000,1.0781
2009,59.8000,4.6700,356.8000,0.7819
2010,40.8000,4.6900,381.5000,0.5011
2011,62.1000,3.4500,378.8000,0.5654
2012,70.7000,3.9100,402.9000,0.6851
2013,46.2000,4.1600,330.2000,0.5812
2014,57.3000,4.2600,479.1000,0.5098
2015,64.9000,4.2600,273.4000,1.0111
2016,72.7000,4.4200,241.9000,1.3264
2017,75.4000,3.7300,312.2000,0.8999
2018,116.7000,4.0900,343.7000,1.3884
2019,50.3000,4.0600,340.4000,0.5997
