year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,23.8000,1.6700,379.7000,0.1046
1981,31.5000,3.0600,435.2000,0.2214
1982,35.1000,4.0100,314.2000,0.4477
1983,33.9000,4.0800,366.6000,0.3770
1984,26.7000,3.2400,440.9000,0.1963
1985,47.5000,3.6500,693.8000,0.2501
1986,30.3000,3.6500,334.1000,0.3312
1987,37.0000,1.6000,436.5000,0.1352
1988,30.0000,2.8800,486.3000,0.1777
1989,38.6000,3.9100,320.5000,0.4710
1990,22.8000,5.3000,637.4000,0.1894
1991,19.6000,3.1300,429.0000,0.1432
1992,22.2000,3.6900,349.4000,0.2346
1993,37.9000,3.6800,480.6000,0.2899
1994,53.9000,3.1300,273.3000,0.6165
1995,49.3000,2.9800,316.8000,0.4643
1996,40.6000,4.3500,389.4000,0.4530
1997,32.8000,3.4800,536.4000,0.2125
1998,28.0000,6.2800,286.4000,0.6135
1999,36.2000,1.2900,311.1000,0.1500
2000,49.6000,3.6600,360.3000,0.5037
2001,77.3000,3.8400,238.1000,1.2473
2002,43.9000,5.2400,334.7000,0.6877
2003,23.4000,5.3800,578.8000,0.2176
2004,70.8000,3.3000,361.6000,0.6451
2005,49.7000,2.2200,410.5000,0.2691
2006,44.3000,2.9100,410.5000,0.3136
2007,56.4000,3.2500,286.5000,0.6394
2008,70.8000,6.0300,185.2000,2.3025
2009,60.2000,4.1600,618.4000,0.4047
2010,97.1000,1.9000,357.9000,0.5150
2011,41.4000,3.1600,444.7000,0.2941
2012,43.8000,3.3600,483.1000,0.3045
2013,41.7000,2.8900,479.2000,0.2512
2014,43.9000,5.0000,445.7000,0.4921
2015,67.1000,4.4200,540.5000,0.5488
2016,32.3000,4.9200,400.0000,0.3975
2017,36.0000,5.3500,539.0000,0.3575
2018,48.0000,4.2500,663.6000,0.3077
2019,35.3000,5.2500,624.0000,0.2969
