year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,37.4000,3.9200,214.0000,0.6854
1981,78.6000,3.4600,268.6000,1.0130
1982,89.1000,2.4700,219.1000,1.0021
1983,86.2000,1.9900,237.1000,0.7244
1984,64.4000,2.8900,390.2000,0.4769
1985,39.3000,3.4000,284.6000,0.4696
1986,47.6000,2.4400,257.5000,0.4509
1987,95.4000,3.2200,252.8000,1.2161
1988,60.8000,2.5000,249.0000,0.6094
1989,75.7000,2.4300,279.4000,0.6591
1990,73.6000,2.8800,331.7000,0.6397
1991,77.2000,3.4000,185.5000,1.4142
1992,45.8000,3.5700,361.8000,0.4517
1993,94.7000,3.5900,222.2000,1.5308
1994,58.6000,3.2100,357.8000,0.5257
1995,49.8000,2.8200,351.8000,0.3998
1996,46.6000,2.8000,343.6000,0.3798
1997,61.5000,3.8500,322.2000,0.7355
1998,50.5000,4.6700,290.5000,0.8117
1999,19.2000,4.2400,346.4000,0.2347
2000,29.9000,3.7300,187.6000,0.5946
2001,67.1000,2.8200,252.4000,0.7484
2002,34.7000,4.0300,189.5000,0.7378
2003,62.3000,3.9900,347.8000,0.7151
2004,44.4000,4.0200,300.4000,0.5933
2005,56.7000,3.5800,257.9000,0.7869
2006,69.3000,3.2000,343.5000,0.6458
2007,34.7000,4.1400,263.5000,0.5450
2008,63.1000,4.6300,289.1000,1.0108
2009,53.9000,4.0300,175.8000,1.2337
2010,41.2000,4.3900,248.3000,0.7289
2011,40.7000,3.0300,291.1000,0.4236
2012,50.4000,3.8600,367.5000,0.5295
2013,29.7000,4.7200,299.6000,0.4681
2014,71.2000,4.1300,282.1000,1.0410
2015,57.5000,4.5100,202.9000,1.2780
2016,112.7000,4.6200,317.4000,1.6394
2017,58.7000,3.3700,255.1000,0.7763
2018,43.8000,4.7600,453.3000,0.4595
2019,37.0000,4.3300,304.8300,0.5252
