year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,32.2000,7.8500,242.0000,1.0439
1981,43.0000,9.9000,229.1000,1.8579
1982,14.4000,9.4400,191.6000,0.7094
1983,16.2000,9.8000,327.7000,0.4842
1984,10.3000,8.3700,484.5000,0.1779
1985,17.6000,8.5700,500.8000,0.3013
1986,22.9000,9.0900,494.4000,0.4210
1987,37.3000,7.5100,362.7000,0.7720
1988,39.3000,7.8200,279.2000,1.0997
1989,11.7000,10.8100,240.7000,0.5254
1990,44.2000,9.8000,307.4000,1.4085
1991,11.3000,8.7100,556.4000,0.1769
1992,7.9000,9.6700,211.0000,0.3619
1993,31.7000,9.8600,312.4000,1.0004
1994,14.5000,9.7600,753.1000,0.1879
1995,25.0000,8.8300,484.0000,0.4561
1996,13.0000,9.3800,352.2000,0.3461
1997,20.8000,10.4400,521.6000,0.4162
1998,20.8000,11.5300,541.8000,0.4424
1999,26.8000,8.7900,262.8000,0.8960
2000,62.2000,10.1600,230.8000,2.7368
2001,15.8000,10.1900,253.7000,0.6344
2002,9.6000,12.0200,252.5000,0.4568
2003,8.8000,11.1100,364.7000,0.2679
2004,27.0000,10.6400,330.8000,0.8684
2005,16.4000,9.2800,346.7000,0.4389
2006,25.8000,9.3500,164.0000,1.4704
2007,45.4000,9.9100,235.4000,1.9113
2008,8.1000,10.8500,327.6000,0.2683
2009,53.9000,10.2000,366.7000,1.4985
2010,99.9000,7.2900,682.8000,1.0668
2011,0.5000,9.2100,488.1000,0.0094
2012,41.9000,9.2900,428.6000,0.9081
2013,53.4000,8.0300,353.2000,1.2144
2014,18.4000,11.2900,259.6000,0.7997
2015,25.6000,10.5700,228.7000,1.1827
2016,18.7000,10.9400,485.1000,0.4217
2017,10.5000,11.3300,473.4000,0.2513
2018,21.5000,10.7800,121.5000,1.9051
2019,34.2000,11.2700,520.0000,0.7410
