year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,17.5000,9.3300,366.4000,0.4457
1981,14.4000,11.6400,257.7000,0.6504
1982,10.4000,11.2300,178.8000,0.6531
1983,20.4000,10.9600,292.3000,0.7646
1984,5.1000,9.9400,596.4000,0.0850
1985,26.9000,9.9300,552.4000,0.4835
1986,24.4000,10.8100,463.7000,0.5689
1987,16.3000,9.2000,293.3000,0.5109
1988,11.4000,10.3000,504.0000,0.2328
1989,3.4000,11.9600,342.9000,0.1186
1990,18.2000,10.7500,568.8000,0.3438
1991,38.8000,10.1000,233.7000,1.6758
1992,5.8000,11.0200,134.2000,0.4758
1993,15.6000,10.9000,478.8000,0.3551
1994,14.9000,11.3800,548.9000,0.3089
1995,0.0000,10.4600,468.6000,0.0000
1996,17.4000,10.2800,542.7000,0.3294
1997,8.4000,11.8200,350.9000,0.2828
1998,26.8000,11.2900,523.5000,0.5780
1999,0.3000,11.6700,283.2000,0.0124
2000,37.1000,11.6800,284.8000,1.5215
2001,37.4000,11.5700,470.4000,0.9195
2002,7.5000,12.3400,344.4000,0.2687
2003,15.1000,11.4300,513.8000,0.3357
2004,9.6000,11.6800,453.9000,0.2470
2005,22.6000,10.8700,496.0000,0.4953
2006,16.9000,11.4400,430.4000,0.4493
2007,3.1000,12.4400,731.2000,0.0527
2008,13.5000,11.8500,520.7000,0.3071
2009,26.9000,12.1100,469.1000,0.6941
2010,36.2000,9.7800,337.6000,1.0480
2011,27.7000,11.2000,472.7700,0.6558
2012,27.0000,11.3500,371.3000,0.8250
2013,22.1000,10.3900,355.8000,0.6451
2014,5.5000,13.1500,367.2000,0.1969
2015,0.2000,12.1100,175.5000,0.0138
2016,2.3000,12.8900,222.2000,0.1334
2017,23.5000,13.0800,535.7000,0.5738
2018,7.7000,11.9400,461.2000,0.1994
2019,4.9000,12.8300,243.7000,0.2579
