year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,41.5000,5.3200,368.4000,0.5987
1981,31.9000,7.4000,356.8000,0.6615
1982,35.3000,7.3300,205.9000,1.2561
1983,34.9000,8.3400,317.3000,0.9168
1984,14.6000,6.0600,515.5000,0.1717
1985,21.4000,6.8100,689.6000,0.2113
1986,33.2000,6.8300,621.6000,0.3649
1987,27.3000,5.7400,390.4000,0.4011
1988,27.9000,5.9100,311.1000,0.5301
1989,29.7000,8.5300,428.6000,0.5911
1990,65.2000,8.3400,352.2000,1.5433
1991,31.2000,6.7000,473.1000,0.4416
1992,17.6000,7.6700,342.8000,0.3939
1993,15.2000,7.8600,316.8000,0.3770
1994,24.6000,7.3100,495.9000,0.3625
1995,27.7000,6.4100,380.6000,0.4661
1996,28.4000,7.5000,330.5000,0.6445
1997,22.7000,8.0300,344.3000,0.5296
1998,25.9000,10.4200,446.6000,0.6044
1999,42.3000,5.9000,351.9000,0.7093
2000,46.8000,7.7800,251.3000,1.4476
2001,16.3000,7.9100,291.4000,0.4424
2002,16.8000,9.7700,333.5000,0.4918
2003,7.9000,9.3800,350.5000,0.2114
2004,30.3000,8.5000,319.6000,0.8058
2005,12.6000,7.0600,486.4000,0.1829
2006,33.5000,7.3100,473.4000,0.5173
2007,48.3000,7.3800,384.1000,0.9284
2008,39.2000,10.0600,502.8000,0.7843
2009,39.3000,8.7800,312.9000,1.1029
2010,80.2000,4.8200,512.7000,0.7536
2011,11.2000,6.9200,345.7000,0.2242
2012,67.3000,7.4700,424.5000,1.1838
2013,81.6000,5.9300,465.8000,1.0389
2014,21.6000,9.2400,244.8000,0.8150
2015,55.3000,8.7600,236.0000,2.0512
2016,32.3000,9.0600,338.2000,0.8648
2017,31.3000,9.2800,579.5000,0.5013
2018,36.4000,9.0400,353.3000,0.9312
2019,39.0000,9.5600,447.0000,0.8340
