year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,58.9000,-1.5200,256.7000,-0.3480
1981,32.0000,1.1500,362.6000,0.1016
1982,30.5000,1.3000,338.8000,0.1166
1983,110.4000,2.0700,355.0000,0.6427
1984,34.5000,2.0500,369.7000,0.1915
1985,34.6000,1.1300,344.3000,0.1137
1986,34.1000,1.6800,419.4000,0.1367
1987,59.1000,-1.0700,292.5000,-0.2156
1988,42.2000,1.0300,264.9000,0.1637
1989,44.8000,2.5200,327.1000,0.3457
1990,34.1000,4.6800,347.9000,0.4591
1991,82.7000,0.8400,367.7000,0.1899
1992,50.6000,2.1400,299.7000,0.3607
1993,32.4000,2.3900,399.6000,0.1934
1994,29.5000,1.6400,188.9000,0.2558
1995,46.8000,0.6600,274.4000,0.1132
1996,23.6000,2.8400,380.3000,0.1764
1997,23.8000,2.5300,272.5000,0.2212
1998,23.5000,3.7000,184.8000,0.4704
1999,34.4000,-0.4600,232.7000,-0.0676
2000,43.0000,2.5600,289.1000,0.3806
2001,67.9000,2.0700,217.0000,0.6473
2002,39.4000,3.9300,231.2000,0.6691
2003,16.3000,3.6300,396.7000,0.1490
2004,81.8000,1.6900,275.2000,0.5025
2005,35.0000,1.9700,164.0000,0.4205
2006,20.8000,1.8500,313.8000,0.1224
2007,24.8000,2.2100,172.8000,0.3163
2008,22.8000,4.4900,246.1000,0.4155
2009,58.9000,2.3700,420.8000,0.3322
2010,34.6000,1.1800,366.2000,0.1117
2011,21.2000,2.7500,234.0000,0.2486
2012,16.3000,2.1100,238.5000,0.1442
2013,34.0000,0.5100,383.6300,0.0456
2014,11.1000,3.7000,164.4000,0.2500
2015,24.1000,2.1000,219.9000,0.2302
2016,35.5000,2.5400,209.3000,0.4299
2017,25.3000,3.2300,274.3000,0.2975
2018,9.5000,2.5800,310.9000,0.0789
2019,11.8000,2.2700,293.2000,0.0911
