year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,81.4000,6.6000,486.8000,1.1034
1981,67.5000,7.9500,281.7000,1.9051
1982,35.6000,7.8100,315.5000,0.8807
1983,39.4000,8.4500,604.3000,0.5507
1984,34.1000,5.9300,433.2000,0.4669
1985,44.6000,6.8800,812.5000,0.3775
1986,41.6000,7.1300,592.1000,0.5008
1987,64.8000,6.4800,533.0000,0.7872
1988,58.3000,6.1600,397.0000,0.9040
1989,22.0000,8.5800,458.0000,0.4123
1990,58.8000,8.0200,449.1000,1.0500
1991,24.4000,6.9400,449.6000,0.3764
1992,46.2000,7.6700,324.4000,1.0916
1993,33.8000,7.5300,507.6000,0.5012
1994,27.1000,7.5600,571.5000,0.3584
1995,22.9000,6.9500,840.0000,0.1893
1996,22.2000,7.0900,581.3000,0.2706
1997,66.1000,7.7900,296.9000,1.7343
1998,42.1000,10.1300,635.1000,0.6716
1999,59.0000,7.1800,372.1000,1.1389
2000,96.9000,7.5500,291.5000,2.5085
2001,32.2000,8.1600,670.4000,0.3921
2002,34.3000,9.6100,500.4000,0.6589
2003,35.2000,8.5000,439.7000,0.6800
2004,87.9000,7.8300,446.1000,1.5426
2005,24.0000,6.8100,653.0000,0.2501
2006,45.5000,7.2700,551.9000,0.5993
2007,84.0000,6.9700,344.8000,1.6966
2008,44.1000,9.3500,430.6000,0.9569
2009,73.4000,8.3400,330.6000,1.8509
2010,103.7000,5.3900,741.7000,0.7534
2011,11.6000,6.8200,314.6000,0.2513
2012,62.3000,7.7700,592.7000,0.8165
2013,88.5000,6.1900,747.1000,0.7328
2014,28.2000,8.3700,369.7000,0.6387
2015,98.3000,7.9100,380.9000,2.0413
2016,36.9000,8.7200,523.7000,0.6140
2017,57.1000,8.2800,447.2000,1.0575
2018,36.1000,8.7400,307.9000,1.0250
2019,42.5000,8.5900,529.2000,0.6896
