year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,40.9000,-4.7900,362.7000,-0.5400
1981,29.3000,-1.0000,286.5000,-0.1027
1982,34.8000,-2.2900,405.6000,-0.1968
1983,42.7000,-1.5300,355.9000,-0.1830
1984,59.1000,-2.1000,461.4000,-0.2684
1985,50.5000,-1.8600,354.5000,-0.2645
1986,29.5000,-2.0000,271.3000,-0.2172
1987,52.9000,-4.7500,239.3000,-1.0498
1988,38.3000,-2.8700,492.8000,-0.2227
1989,41.2000,-0.5100,353.4000,-0.0595
1990,42.5000,1.4500,425.5000,0.1444
1991,36.5000,-2.3400,371.6000,-0.2296
1992,33.5000,-1.0000,271.9000,-0.1226
1993,25.3000,-0.8900,350.7000,-0.0645
1994,39.2000,-2.0400,205.6000,-0.3884
1995,35.6000,-2.8100,251.8000,-0.3974
1996,70.9000,-1.7800,410.9000,-0.3071
1997,47.9000,-0.4700,362.8000,-0.0614
1998,26.1000,0.5400,281.7000,0.0502
1999,30.5000,-3.3700,259.8000,-0.3957
2000,37.4000,-1.0200,213.0000,-0.1784
2001,52.5000,-1.3700,209.4000,-0.3421
2002,59.6000,0.5800,161.6000,0.2119
2003,24.4000,-0.8700,312.7000,-0.0675
2004,101.0000,-2.6300,149.5000,-1.7722
2005,82.7000,-2.3600,197.5000,-0.9894
2006,55.1000,-2.3400,302.0000,-0.4272
2007,44.8000,-1.5800,165.4000,-0.4269
2008,43.8000,0.6000,199.3000,0.1323
2009,37.0000,-0.5000,323.5000,-0.0573
2010,58.4000,-3.5100,202.5000,-1.0108
2011,38.1000,-1.6200,333.9000,-0.1849
2012,24.6000,-1.9500,302.4000,-0.1589
2013,39.0000,-2.5600,537.3000,-0.1857
2014,17.7000,0.5000,392.3000,0.0227
2015,84.2000,-0.7300,397.3000,-0.1548
2016,107.2000,0.2100,182.1000,0.1260
2017,25.4000,0.5200,266.1000,0.0495
2018,17.6000,-0.2500,275.5000,-0.0162
2019,20.1000,-0.8300,338.5700,-0.0493
