year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,7.2000,6.2000,217.3000,0.2054
1981,13.1000,8.6300,251.3000,0.4498
1982,8.8000,7.7700,141.4000,0.4831
1983,0.0000,8.6100,366.1000,0.0000
1984,1.1000,6.7400,419.4000,0.0177
1985,6.1000,7.8400,306.7000,0.1558
1986,8.8000,8.1400,369.7000,0.1936
1987,7.8000,6.6900,419.1000,0.1245
1988,2.3000,6.7600,255.9000,0.0607
1989,6.0000,9.2700,158.3000,0.3511
1990,9.7000,9.1600,391.8000,0.2268
1991,53.4000,7.4700,337.5000,1.1820
1992,5.7000,8.3300,207.5000,0.2287
1993,6.7000,8.3900,520.6000,0.1080
1994,4.1000,8.1400,336.7000,0.0991
1995,3.9000,7.1700,135.3000,0.2064
1996,16.4000,8.6700,212.5000,0.6690
1997,1.6000,9.1800,196.6000,0.0747
1998,7.3000,11.0500,466.3000,0.1730
1999,7.9000,7.0600,276.1000,0.2018
2000,8.9000,8.9000,136.0000,0.5821
2001,6.8000,8.4700,252.0000,0.2285
2002,0.4000,10.8000,212.0000,0.0204
2003,7.4000,9.9500,200.8000,0.3665
2004,4.1000,8.9700,466.2000,0.0789
2005,2.2000,7.8900,205.7000,0.0843
2006,8.7000,8.0300,202.1000,0.3456
2007,17.1000,8.6800,156.2000,0.9491
2008,6.0000,10.3600,240.9000,0.2580
2009,4.2000,9.8000,140.5000,0.2927
2010,24.7000,6.0600,144.3000,1.0360
2011,5.0000,8.4600,249.3000,0.1696
2012,7.9000,8.8900,359.5000,0.1953
2013,20.4000,7.5900,480.7000,0.3222
2014,4.8000,10.1700,178.4000,0.2735
2015,9.2000,9.8400,324.7000,0.2787
2016,2.9000,10.3600,225.5000,0.1331
2017,2.5000,10.6400,256.3000,0.1038
2018,10.1000,10.3600,488.2000,0.2142
2019,14.3000,10.5200,329.1000,0.4569
