year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,11.0000,8.9800,55.2000,1.7872
1981,4.5000,10.5500,69.7000,0.6804
1982,7.5000,9.4900,65.9000,1.0781
1983,6.8000,8.9700,86.6000,0.7034
1984,1.6000,9.4200,43.0000,0.3498
1985,4.6000,8.9500,48.4000,0.8487
1986,1.7000,9.7600,40.9000,0.4049
1987,7.2000,9.7700,79.7000,0.8816
1988,14.3000,8.5900,80.9000,1.5173
1989,9.9000,9.8800,39.1000,2.4961
1990,14.3000,9.5300,71.2000,1.9110
1991,9.2000,9.6900,78.3000,1.1371
1992,9.7000,10.1100,72.1000,1.3577
1993,17.1000,9.7100,103.7000,1.5989
1994,9.4000,9.7200,56.1000,1.6257
1995,6.6000,9.0600,62.1000,0.9612
1996,10.4000,9.5000,114.9000,0.8590
1997,1.4000,11.7900,36.3000,0.4535
1998,10.3000,10.7800,57.8000,1.9180
1999,11.8000,10.5100,50.9000,2.4319
2000,10.5000,10.6800,66.7000,1.6785
2001,5.1000,10.2000,22.3000,2.3218
2002,11.6000,10.4400,43.1000,2.8034
2003,6.1000,10.1600,52.3000,1.1827
2004,14.0000,11.3200,36.3000,4.3537
2005,22.3000,10.7600,60.3000,3.9738
2006,18.6000,10.4800,51.0000,3.8152
2007,16.9000,10.3900,88.6000,1.9790
2008,25.0000,11.7700,57.0000,5.1535
2009,20.6000,11.6100,32.8000,7.2721
2010,24.1000,9.0100,43.0000,5.0398
2011,7.3000,10.2400,74.9000,0.9968
2012,27.6000,11.4800,83.5000,3.7884
2013,6.6000,12.7400,79.3000,1.0589
2014,6.8000,11.2800,60.0000,1.2758
2015,7.2000,11.6400,51.0000,1.6404
2016,12.7000,11.7000,91.2000,1.6276
2017,1.2000,11.7200,91.6000,0.1534
2018,13.9000,12.7900,71.5000,2.4834
2019,7.0000,11.7300,82.5300,0.9938
