year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,20.4000,7.0700,100.6000,1.4324
1981,7.5000,8.8200,93.5000,0.7068
1982,20.1000,7.5300,100.1000,1.5115
1983,11.1000,6.7600,190.0000,0.3945
1984,5.9000,7.6100,102.0000,0.4400
1985,6.4000,7.2200,37.7000,1.2229
1986,8.1000,7.6000,113.6000,0.5417
1987,15.6000,7.9400,127.0000,0.9748
1988,18.0000,6.7400,181.9000,0.6665
1989,18.0000,7.8300,70.0000,2.0107
1990,25.4000,7.8200,138.6000,1.4318
1991,17.3000,7.9800,96.3000,1.4324
1992,9.6000,8.3100,112.9000,0.7058
1993,45.7000,8.0500,183.5000,2.0045
1994,26.4000,8.1000,122.5000,1.7449
1995,27.9000,7.2700,98.1000,2.0657
1996,16.7000,7.9000,148.9000,0.8853
1997,10.0000,10.2600,101.5000,1.0096
1998,22.3000,9.2100,161.8000,1.2688
1999,10.6000,8.9800,68.2000,1.3929
2000,13.3000,9.2200,127.5000,0.9609
2001,6.9000,8.2400,52.5000,1.0805
2002,13.0000,8.3800,145.0000,0.7506
2003,11.6000,8.1300,111.2000,0.8475
2004,18.0000,9.3200,121.5000,1.3802
2005,19.1000,8.9600,178.7000,0.9576
2006,19.8000,8.0700,125.9000,1.2688
2007,14.1000,8.3100,151.3000,0.7735
2008,38.3000,10.0400,99.8000,3.8509
2009,11.3000,9.7600,98.1000,1.1234
2010,28.9000,6.5200,55.3000,3.4033
2011,8.5000,8.0100,119.1000,0.5710
2012,22.4000,9.0800,171.8000,1.1838
2013,4.1000,10.6600,135.6000,0.3222
2014,5.6000,9.5800,192.6000,0.2783
2015,25.8000,9.5500,107.1000,2.2976
2016,15.9000,9.7800,121.5000,1.2791
2017,22.2000,8.9300,138.0000,1.4358
2018,10.6000,9.4200,122.2000,0.8165
2019,10.6000,9.4200,122.2000,0.8165
