year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,24.1000,-3.5400,184.7000,-0.4618
1981,17.7000,0.2100,233.2000,0.0160
1982,23.6000,-0.8900,312.8000,-0.0671
1983,15.6000,-0.0100,252.5000,-0.0005
1984,24.6000,-1.2200,410.9000,-0.0727
1985,31.0000,-0.0000,308.5000,-0.0001
1986,16.2000,0.1500,191.2000,0.0130
1987,34.2000,-2.2200,197.1000,-0.3851
1988,22.8000,-1.4700,390.5000,-0.0858
1989,41.9000,1.4600,363.5000,0.1685
1990,23.5000,3.4400,374.8000,0.2158
1991,21.9000,0.3600,297.8000,0.0267
1992,37.8000,1.5900,344.4000,0.1742
1993,30.5000,1.4000,247.4000,0.1725
1994,22.2000,0.0200,151.6000,0.0037
1995,29.3000,0.1000,164.4000,0.0170
1996,38.2000,1.2300,385.1000,0.1218
1997,19.9000,1.6200,274.9000,0.1174
1998,22.3000,2.5500,293.3000,0.1936
1999,19.3000,-1.0800,223.8000,-0.0932
2000,43.8000,0.7900,163.6000,0.2111
2001,21.7000,1.1000,139.0000,0.1721
2002,39.4000,2.9200,222.7000,0.5167
2003,25.8000,1.1200,246.5000,0.1171
2004,59.4000,-1.1600,143.6000,-0.4776
2005,25.6000,0.0800,257.5000,0.0077
2006,36.8000,-0.1600,211.5000,-0.0284
2007,41.5000,0.1800,126.0000,0.0587
2008,34.8000,2.8500,239.1000,0.4148
2009,29.0000,1.7200,262.7000,0.1900
2010,41.9000,-1.8200,194.3000,-0.3931
2011,14.7000,0.6400,206.9000,0.0455
2012,25.2000,0.2000,224.4000,0.0226
2013,30.8000,-1.1900,495.2000,-0.0739
2014,17.4000,2.1700,334.1000,0.1130
2015,28.2000,1.5600,204.5000,0.2150
2016,28.6000,2.4700,183.4000,0.3847
2017,13.3000,2.6100,200.2000,0.1732
2018,14.2000,2.3500,192.6000,0.1734
2019,12.8000,2.9500,261.4300,0.1442
