year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,25.8000,10.4100,434.9000,0.6172
1981,12.0000,12.0900,272.0000,0.5330
1982,37.1000,11.6100,402.3000,1.0707
1983,25.9000,10.6300,125.3000,2.1954
1984,30.8000,10.3700,354.9700,0.8992
1985,25.0000,10.0800,310.5000,0.8115
1986,17.2000,11.1300,315.2000,0.6073
1987,45.4000,10.5100,300.4000,1.5875
1988,31.5000,9.8900,501.5000,0.6213
1989,72.5000,10.6000,294.7000,2.6061
1990,118.1000,10.1800,273.6000,4.3909
1991,46.1000,9.6400,215.4000,2.0629
1992,38.2000,10.7900,271.8000,1.5155
1993,22.2000,10.4700,303.3000,0.7661
1994,54.4000,11.1600,231.7000,2.6185
1995,6.0000,11.2700,405.0000,0.1669
1996,13.5000,9.6600,475.8000,0.2740
1997,9.2000,11.7200,110.5000,0.9751
1998,37.7000,11.4100,408.3000,1.0529
1999,8.7000,11.8600,344.6000,0.2994
2000,21.1000,12.4800,334.4000,0.7875
2001,58.1000,11.9500,271.3000,2.5584
2002,35.8000,11.3900,238.4000,1.7099
2003,56.1000,10.7400,545.6000,1.1046
2004,13.2000,12.3900,337.0000,0.4850
2005,15.0000,12.0000,320.7000,0.5609
2006,55.2000,12.2100,409.7000,1.6447
2007,57.9000,11.9600,263.5000,2.6277
2008,20.8000,12.0900,268.9000,0.9352
2009,41.2000,11.4300,160.5000,2.9315
2010,21.9000,10.1100,387.1000,0.5719
2011,33.0000,10.7500,299.5000,1.1838
2012,25.7000,11.7200,260.7000,1.1547
2013,23.4000,12.5800,441.3000,0.6667
2014,20.8000,12.8100,323.8000,0.8224
2015,17.4000,11.5800,233.0000,0.8643
2016,26.3000,12.1100,494.6000,0.6438
2017,22.7000,12.0600,374.8000,0.7302
2018,30.4000,13.4800,278.0000,1.4732
2019,19.9000,12.3900,202.7000,1.2156
