year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,20.6000,10.1400,241.1000,0.8663
1981,3.7000,11.1800,336.4000,0.1229
1982,14.0000,11.5500,244.8000,0.6605
1983,5.8000,10.1700,149.3000,0.3949
1984,22.2000,9.9800,257.8000,0.8592
1985,5.4000,10.3600,381.8000,0.1465
1986,21.0000,10.4700,207.3000,1.0605
1987,19.3000,11.0700,291.9000,0.7315
1988,9.5000,9.3900,489.4000,0.1822
1989,15.9000,11.0500,305.1000,0.5754
1990,48.1000,10.3900,376.0000,1.3284
1991,28.7000,10.4000,145.7000,2.0468
1992,11.1000,11.1600,276.4000,0.4479
1993,6.1000,10.8700,294.5000,0.2250
1994,39.4000,11.2100,306.8000,1.4397
1995,0.7000,10.6600,255.6000,0.0292
1996,15.2000,9.5000,350.6000,0.4117
1997,1.9000,12.2800,119.6000,0.1949
1998,8.9000,12.3600,167.0000,0.6585
1999,9.5000,12.6800,117.9000,1.0212
2000,10.8000,12.2900,329.8000,0.4024
2001,19.0000,11.8800,224.5000,1.0047
2002,24.7000,12.0200,217.8000,1.3624
2003,17.9000,11.3400,300.4000,0.6755
2004,7.0000,13.0100,297.8000,0.3058
2005,7.9000,12.4600,151.7000,0.6483
2006,21.3000,12.5900,308.4000,0.8690
2007,19.2000,11.8700,243.9000,0.9341
2008,13.0000,12.1300,143.3000,1.0992
2009,28.9000,12.2800,345.2000,1.0275
2010,16.1000,9.9900,218.3000,0.7367
2011,14.5000,10.6000,300.0000,0.5120
2012,13.1000,12.2900,338.7000,0.4754
2013,3.8000,13.4600,497.4000,0.1028
2014,20.0000,12.5300,289.9000,0.8642
2015,17.9000,12.4900,106.5000,2.0975
2016,17.9000,12.7500,520.7000,0.4381
2017,11.8000,12.4500,423.8000,0.3467
2018,11.9000,14.2100,290.7300,0.5813
2019,7.0000,12.7000,298.0000,0.2981
