year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,29.7000,2.3500,262.4000,0.2659
1981,34.9000,2.7600,300.8000,0.3198
1982,26.9000,1.4000,268.8000,0.1398
1983,24.3000,0.7800,365.7000,0.0518
1984,18.6000,1.6800,237.9000,0.1317
1985,28.1000,1.7900,219.2000,0.2294
1986,49.4000,1.8000,254.2000,0.3495
1987,26.5000,2.4200,256.2000,0.2505
1988,28.0000,1.4700,334.0000,0.1228
1989,26.0000,1.8700,299.9000,0.1621
1990,27.1000,2.0200,300.4000,0.1824
1991,41.3000,2.3400,237.7000,0.4068
1992,27.5000,2.4000,217.3000,0.3040
1993,39.5000,2.4100,338.0000,0.2817
1994,32.3000,2.3000,284.1000,0.2612
1995,23.5000,1.1300,255.7000,0.1042
1996,32.4000,2.2800,306.0000,0.2411
1997,21.1000,3.6800,275.7000,0.2817
1998,18.9000,3.5700,369.4000,0.1828
1999,23.3000,2.8000,248.5000,0.2622
2000,19.8000,2.5100,215.7000,0.2306
2001,13.7000,2.1200,220.7000,0.1316
2002,31.1000,3.0600,205.8000,0.4628
2003,44.0000,2.4800,318.5000,0.3418
2004,27.7000,3.3700,193.5000,0.4816
2005,13.7000,3.4500,248.5000,0.1903
2006,14.8000,2.2700,297.3000,0.1129
2007,13.0000,3.3100,241.0000,0.1785
2008,29.9000,3.8500,275.6000,0.4179
2009,32.5000,4.0000,257.5000,0.5045
2010,35.3000,2.1500,178.2000,0.4252
2011,11.5000,2.3500,255.0000,0.1060
2012,21.0000,2.9900,270.0000,0.2322
2013,2.0000,4.2800,332.7000,0.0257
2014,38.0000,3.1400,342.2000,0.3487
2015,37.2000,3.5600,235.5000,0.5619
2016,59.2000,3.6700,361.0000,0.6020
2017,38.2500,2.8900,301.5000,0.3662
2018,40.2200,3.3700,299.3300,0.4530
2019,40.2200,3.3700,299.3300,0.4530
