year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.6000,10.8200,267.2000,0.3887
1981,3.6000,11.9600,562.2000,0.0765
1982,24.9000,11.6300,282.1000,1.0262
1983,19.4000,10.4700,222.0000,0.9142
1984,22.4000,10.8800,320.5000,0.7604
1985,9.0000,10.9400,290.0000,0.3394
1986,26.6000,10.6100,311.5000,0.9054
1987,23.5000,11.7200,311.5000,0.8839
1988,12.1000,10.2600,539.6000,0.2300
1989,34.7000,11.0900,202.3000,1.9015
1990,65.0000,11.0500,293.1000,2.4504
1991,29.5000,11.2700,178.3000,1.8635
1992,17.6000,11.6700,282.8000,0.7261
1993,9.1000,11.4900,376.0000,0.2781
1994,25.7000,11.8500,356.9000,0.8532
1995,2.0000,11.7400,303.0000,0.0774
1996,12.5000,10.3000,301.7000,0.4268
1997,6.8000,13.2600,198.5000,0.4541
1998,17.7000,12.7100,319.4000,0.7042
1999,14.0000,12.9700,192.8000,0.9413
2000,7.2000,13.4900,213.1000,0.4556
2001,32.0000,12.3600,305.3000,1.2951
2002,23.9000,12.4800,323.0000,0.9234
2003,18.4000,12.1200,331.4000,0.6726
2004,4.0000,13.7200,270.8000,0.2026
2005,4.8000,13.0100,197.5000,0.3159
2006,23.9000,13.1700,277.7000,1.1332
2007,27.0000,12.9000,255.7000,1.3618
2008,15.0000,13.2200,241.1000,0.8218
2009,9.3000,13.0800,359.9000,0.3380
2010,9.9000,11.2400,269.1000,0.4135
2011,14.7000,11.4500,243.6000,0.6905
2012,5.8000,12.4300,246.2000,0.2926
2013,7.6000,13.0000,732.6000,0.1349
2014,30.7000,11.6700,334.5700,1.0707
2015,30.2000,11.7100,74.8000,4.7232
2016,20.5500,11.7800,285.0000,0.8494
2017,30.6000,10.8400,449.3000,0.7380
2018,25.4500,11.4500,269.7000,1.0796
2019,25.4500,11.4500,269.7000,1.0796
