year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,22.8000,-0.9700,94.5000,-0.2326
1981,28.9000,2.2100,109.9000,0.5800
1982,18.6000,2.1000,168.2000,0.2320
1983,17.1000,1.8100,190.9000,0.1616
1984,20.0000,-0.9400,302.1000,-0.0624
1985,34.0000,1.4000,251.4000,0.1891
1986,14.4000,2.5600,102.4000,0.3595
1987,10.3000,0.0100,154.3000,0.0009
1988,22.5000,0.0400,219.8000,0.0040
1989,14.4000,3.3300,267.9000,0.1788
1990,6.0000,4.4000,325.2000,0.0812
1991,10.2000,1.5800,136.9000,0.1178
1992,21.9000,3.6700,198.1300,0.4052
1993,13.2000,3.0500,161.1000,0.2498
1994,14.2000,1.6700,165.7000,0.1433
1995,15.7000,0.9500,150.6000,0.0986
1996,16.8000,3.2500,297.9000,0.1835
1997,23.5000,3.3900,195.8000,0.4067
1998,14.1000,5.6400,449.3000,0.1768
1999,25.2000,0.5100,104.6000,0.1230
2000,25.8000,3.3300,190.0000,0.4516
2001,31.1000,1.3100,96.5000,0.4217
2002,21.0000,5.1400,214.2000,0.5039
2003,27.7000,2.1600,160.2000,0.3736
2004,34.7000,1.4000,125.4000,0.3859
2005,42.9000,1.5500,108.9000,0.6118
2006,30.8000,2.1300,200.5000,0.3264
2007,56.8000,2.3600,155.2000,0.8639
2008,19.5000,5.0300,163.8000,0.5981
2009,27.9000,3.9800,145.4000,0.7639
2010,55.1000,-0.3400,68.6000,-0.2764
2011,11.4000,2.3100,241.0000,0.1094
2012,28.9000,2.3300,248.0000,0.2717
2013,38.9000,-0.1300,368.5000,-0.0135
2014,16.3000,4.7000,197.4000,0.3879
2015,37.1000,3.0100,107.8000,1.0341
2016,37.6000,3.2200,77.3000,1.5656
2017,14.6000,4.2300,196.0000,0.3153
2018,55.4000,4.1200,204.4000,1.1148
2019,5.1000,3.4600,229.2000,0.0770
