year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,35.3000,5.2400,267.5000,0.6914
1981,34.0000,5.9200,300.5000,0.6700
1982,22.2000,6.2600,241.4000,0.5758
1983,25.1000,6.7100,363.0000,0.4635
1984,46.9000,4.2700,315.8000,0.6332
1985,27.9000,5.7700,337.5000,0.4772
1986,29.4000,5.6500,460.5000,0.3606
1987,36.4000,4.8900,394.7000,0.4509
1988,62.4000,4.3100,303.4000,0.8863
1989,33.5000,6.4900,407.2000,0.5336
1990,85.8000,7.1900,369.0000,1.6719
1991,44.9000,5.3000,324.9000,0.7325
1992,26.2000,5.8100,309.2000,0.4921
1993,31.1000,6.0600,275.9000,0.6833
1994,14.2000,5.0400,356.2000,0.2009
1995,10.0000,5.1700,347.6000,0.1488
1996,38.1000,5.5000,284.2000,0.7371
1997,47.9000,6.1200,200.4000,1.4622
1998,31.3000,8.3200,349.6000,0.7451
1999,48.7000,4.8700,293.8000,0.8069
2000,62.5000,5.7400,406.2000,0.8825
2001,21.7000,5.8900,329.6000,0.3880
2002,53.2000,7.5900,455.5000,0.8864
2003,11.5000,6.2900,249.5000,0.2896
2004,70.4000,5.7900,149.8000,2.7178
2005,28.0000,4.4400,265.6000,0.4675
2006,71.6000,5.0200,225.2000,1.5962
2007,87.6000,4.7900,139.6000,3.0024
2008,18.9000,7.1500,334.4000,0.4041
2009,61.8000,6.4800,312.5000,1.2805
2010,57.3000,3.8700,341.5000,0.6484
2011,13.2000,4.7000,176.3000,0.3514
2012,38.8000,5.3500,263.6000,0.7872
2013,45.9000,4.5600,479.1000,0.4371
2014,28.6000,7.1300,235.0000,0.8674
2015,60.9000,6.9600,448.7000,0.9443
2016,69.9000,6.8400,325.5000,1.4687
2017,20.1000,7.2100,347.4000,0.4170
2018,44.2000,6.7600,458.1000,0.6520
2019,24.6000,6.8900,448.4300,0.3777
