year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,15.8000,13.1900,385.5000,0.5403
1981,8.3000,14.7800,358.7000,0.3419
1982,22.5000,13.9000,366.1000,0.8538
1983,7.6000,13.1400,257.9000,0.3869
1984,37.9000,13.4100,252.6000,2.0120
1985,12.2000,12.8700,214.6000,0.7312
1986,20.3000,13.6000,211.5000,1.3048
1987,48.6000,13.3000,272.1000,2.3741
1988,23.3000,12.7500,380.8000,0.7801
1989,60.4000,13.3800,275.9000,2.9279
1990,52.5000,13.0000,246.1000,2.7724
1991,32.2000,12.5700,78.5000,5.1503
1992,14.3000,13.8400,224.9000,0.8798
1993,20.6000,13.2200,271.4000,1.0033
1994,23.9000,14.1300,193.9000,1.7408
1995,0.6000,13.7900,295.5000,0.0280
1996,17.0000,12.7000,376.5000,0.5732
1997,5.3000,14.6300,101.2000,0.7653
1998,19.3000,14.1700,367.4000,0.7444
1999,15.1000,14.6100,275.4000,0.8008
2000,20.3000,15.3500,179.5000,1.7345
2001,29.0000,15.0800,160.1000,2.7291
2002,36.7000,14.6800,189.8000,2.8361
2003,15.7000,14.2500,341.9000,0.6540
2004,20.0000,15.8200,253.5000,1.2479
2005,10.2000,15.4500,156.9000,1.0040
2006,35.7000,15.4100,303.9000,1.8096
2007,4.6000,15.7600,336.0000,0.2157
2008,23.9000,16.0300,183.5000,2.0872
2009,10.0000,15.2800,138.9000,1.0992
2010,12.1000,13.8800,279.1000,0.6013
2011,15.2000,14.3800,264.8000,0.8254
2012,6.0000,14.6400,218.5000,0.4018
2013,16.9000,16.2300,332.1000,0.8257
2014,31.7000,15.7400,283.1000,1.7619
2015,15.2000,15.1200,94.1000,2.4404
2016,7.1000,15.3700,248.4000,0.4390
2017,13.2000,15.3600,236.6000,0.8564
2018,22.0000,16.8300,214.1000,1.7284
2019,10.8000,15.9400,181.6300,0.9473
